Address ,List_Price ,latitude,longitude
"14334 Fawn View Cir Orland Park, IL 60467","$115,000 ",41.628803,-87.889345
"5128 W Henderson St Chicago, IL 60641","$170,000 ",41.941716,-87.755499
"919 N Boxwood Dr Apt 303 Mount Prospect, IL 60056","$45,000 ",42.083323,-87.928792
"6341 N Kedvale Ave Chicago, IL 60646","$380,000 ",41.996562,-87.7322
"6207 N Winthrop Ave Chicago, IL 60660","$80,000 ",41.994801,-87.657958
"9014 S Francisco Ave Evergreen Park, IL 60805","$76,500 ",41.729434,-87.695029
"11740 S Kedvale Ave Alsip, IL 60803","$215,000 ",41.678579,-87.724289
"310 Royal Oak Dr Steger, IL 60475","$80,500 ",41.47382,-87.596232
"29 W 125th St Chicago, IL 60628","$114,000 ",41.666909,-87.623516
"3763 W 78th St Chicago, IL 60652","$460,000 ",41.75122,-87.716809
"6437 26th St Berwyn, IL 60402","$200,000 ",41.843633,-87.785133
"1931 S 57th Ave Cicero, IL 60804","$129,000 ",41.853125,-87.766067
"1504 S 48th Ct Cicero, IL 60804","$190,000 ",41.860144,-87.746137
"8037 S Woodlawn Ave Chicago, IL 60619","$350,000 ",41.748438,-87.595029
"880 N Lake Shore Dr Chicago, IL 60611","$470,000 ",41.89898,-87.61896
"5426 Teaberry Ct Rolling Meadows, IL 60008","$353,000 ",42.056955,-88.007897
"8904 Jody Ln Apt 2C Des Plaines, IL 60016","$237,500 ",42.055968,-87.847974
"425 52nd Ave Bellwood, IL 60104","$212,500 ",41.883927,-87.896384
"801 Lacy Ave Streamwood, IL 60107","$258,000 ",42.004031,-88.163024
"1500 W Monroe St Unit 507 Chicago, IL 60607","$430,000 ",41.880736,-87.664891
"1525 White Trl Elk Grove Village, IL 60007","$245,500 ",42.00711,-88.034204
"10210 S Parnell Ave Chicago, IL 60628","$148,000 ",41.708376,-87.637142
"2416 Elmwood Ave Berwyn, IL 60402","$87,500 ",41.846402,-87.785007
"312 S Nolton Ave Willow Springs, IL 60480","$165,000 ",41.735552,-87.862816
"4239 Maple Ave Brookfield, IL 60513","$339,000 ",41.813146,-87.850925
"8306 Richards Ct Tinley Park, IL 60477","$323,000 ",41.586062,-87.820177
"3806 W 87th St Chicago, IL 60652","$132,000 ",41.73522,-87.716978
"13315 Maple Ave Lemont, IL 60439","$170,000 ",41.646055,-87.971742
"1000 W Washington Blvd Unit 226 Chicago, IL 60607","$515,000 ",41.883803,-87.652673
"1270 S Blue Island Ave Unit 101 Chicago, IL 60608","$515,000 ",41.865283,-87.655212
"9223 W 121st St Palos Park, IL 60464","$305,000 ",41.670332,-87.846797
"11540 S Highwood Dr Palos Park, IL 60464","$788,000 ",41.680746,-87.824656
"724 E 193rd Pl Glenwood, IL 60425","$455,000 ",41.538863,-87.593666
"15629 Shenandoah Dr Orland Park, IL 60467","$60,000 ",41.605543,-87.890669
"9074 W Terrace Dr Apt 4B Niles, IL 60714","$300,000 ",42.056984,-87.853512
"306 Wildflower St Des Plaines, IL 60016","$27,000 ",42.0471,-87.8933
"650 Murray Ln Unit 213 Des Plaines, IL 60016","$1,100,000 ",42.034417,-87.93913
"2429 Lincoln St Franklin Park, IL 60131","$114,000 ",41.923056,-87.882465
"4807 Woodcliff Ct Rolling Meadows, IL 60008","$175,000 ",42.074356,-88.045411
"8044 S Dante Ave Chicago, IL 60619","$169,000 ",41.748256,-87.589734
"616 S Cedar St Palatine, IL 60067","$180,000 ",42.099011,-88.053833
"13544 Lincolnshire Dr Orland Park, IL 60462","$116,000 ",41.643599,-87.840579
"4824 W Balmoral Ave Chicago, IL 60630","$209,000 ",41.979265,-87.74916
"1415 Brassie Ave Flossmoor, IL 60422","$358,500 ",41.536662,-87.675909
"8006 S Union Ave Chicago, IL 60620","$159,000 ",41.748549,-87.641889
"5427 S Aberdeen St Chicago, IL 60609","$700,000 ",41.795219,-87.652134
"8516 W 89th St Hickory Hills, IL 60457","$128,000 ",41.729518,-87.83125
"4909 W Superior St Chicago, IL 60644","$242,600 ",41.893772,-87.748639
"9412 S Sangamon St Chicago, IL 60620","$559,000 ",41.722561,-87.64724
"20043 Lake Lynwood Dr Lynwood, IL 60411","$769,000 ",41.531856,-87.548893
"2104 Park St Rolling Meadows, IL 60008","$109,000 ",42.077535,-88.007485
"10200 S Leavitt St Chicago, IL 60643","$189,000 ",41.7081,-87.677302
"1810 N Fairfield Ave Chicago, IL 60647","$185,000 ",41.914267,-87.696209
"130 N Garland Ct Apt 1010 Chicago, IL 60602","$305,000 ",41.883996,-87.625743
"214 S Greenwood Ave Palatine, IL 60074","$1,020,000 ",42.106077,-88.026276
"1821 Glenview Ave Park Ridge, IL 60068","$180,000 ",42.028527,-87.850151
"15537 Brassie Dr Orland Park, IL 60462","$575,000 ",41.607773,-87.814279
"5730 W Melrose St Chicago, IL 60634","$233,000 ",41.939704,-87.770204
"21 Kristin Dr Unit 118 Schaumburg, IL 60195","$195,000 ",42.05791,-88.081065
"1040 N Paulina St Apt 2F Chicago, IL 60622","$372,500 ",41.900889,-87.670221
"15 Red Barn Rd Matteson, IL 60443","$51,000 ",41.527649,-87.768554
"853 161st St Calumet City, IL 60409","$117,000 ",41.597189,-87.545809
"6658 Parkside Dr Tinley Park, IL 60477","$397,000 ",41.587204,-87.78201
"505 Decatur St Hoffman Estates, IL 60169","$369,000 ",42.036953,-88.080287
"3320 Cuyler Ave Berwyn, IL 60402","$462,500 ",41.831861,-87.782121
"9655 Woods Dr Unit 1809 Skokie, IL 60077","$680,000 ",42.057752,-87.759815
"718 N Willard Ct # 1 Chicago, IL 60642","$104,000 ",,
"10420 Circle Dr Apt 26B Oak Lawn, IL 60453","$435,000 ",41.703666,-87.762238
"18232 Roy St Lansing, IL 60438","$138,000 ",41.563839,-87.53694
"7226 S East End Ave Chicago, IL 60649","$362,500 ",41.763464,-87.583929
"6512 N Kimball Ave Lincolnwood, IL 60712","$1,000,000 ",41.999566,-87.714643
"140 Inverness Ct # A Elk Grove Village, IL 60007","$519,000 ",,
"1032 S Harvey Ave Oak Park, IL 60304","$205,000 ",41.869654,-87.780077
"245 S East Ave # 1 Oak Park, IL 60302","$275,000 ",,
"5700 S Kenneth Ave Chicago, IL 60629","$61,500 ",41.789331,-87.734426
"747 Cove Pt # 92D Schaumburg, IL 60194","$505,000 ",,
"8311 S Constance Ave Chicago, IL 60617","$156,500 ",41.743911,-87.579131
"1531 S 58th Ave Cicero, IL 60804","$260,000 ",41.858693,-87.768668
"3659 S Canal St Chicago, IL 60609","$887,000 ",41.827359,-87.637595
"9539 S Central Park Ave Evergreen Park, IL 60805","$151,500 ",41.719652,-87.711156
"10288 Southwest Hwy Apt 1D Chicago Ridge, IL 60415","$585,000 ",41.70544,-87.787097
"875 Oxford Pl # 113D Wheeling, IL 60090","$185,000 ",,
"165 N Canal St Apt 1007 Chicago, IL 60606","$470,000 ",41.885006,-87.639397
"4316 N New England Ave Harwood Heights, IL 60706","$137,000 ",41.959791,-87.800474
"15 Taylor Ct # B Streamwood, IL 60107","$45,000 ",,
"6125 N Mason Ave Chicago, IL 60646","$685,000 ",41.992772,-87.776281
"500 N Damen Ave Apt 305 Chicago, IL 60622","$280,000 ",41.891033,-87.67721
"7463 N Sheridan Rd Chicago, IL 60626","$255,000 ",42.017923,-87.665131
"180 E Pearson St Apt 4404 Chicago, IL 60611","$65,500 ",41.897844,-87.62234
"8927 Octavia Ave Morton Grove, IL 60053","$165,000 ",42.043846,-87.808116
"1640 W Belmont Ave Apt 4 Chicago, IL 60657","$336,000 ",41.939933,-87.670275
"846 W Ainslie St Apt Oc Chicago, IL 60640","$235,000 ",41.971868,-87.651968
"1304 N Ritchie Ct Chicago, IL 60610","$5,896 ",41.906074,-87.626834
"1250 S Michigan Ave Apt 1802 Chicago, IL 60605","$140,500 ",41.866073,-87.624602
"11345 S Hermosa Ave Chicago, IL 60643","$255,000 ",41.687038,-87.669006
"30 E Huron St Apt 4309 Chicago, IL 60611","$133,000 ",41.895358,-87.626369
"408 E North Water St Unit D Chicago, IL 60611","$769,000 ",41.889993,-87.617009
"4421 W Jean St Alsip, IL 60803","$82,000 ",41.676805,-87.730621
"2020 Chestnut Ave Apt 305 Glenview, IL 60025","$170,000 ",42.088071,-87.808298
"800 Ridge Rd Apt 211 Wilmette, IL 60091","$237,500 ",42.077539,-87.722053
"15724 Deerfield Ct Unit 1N Orland Park, IL 60462","$220,000 ",41.60433,-87.817583
"6930 29th St Berwyn, IL 60402","$105,000 ",41.839286,-87.796928
"2301 MacDonald Ln Flossmoor, IL 60422","$190,000 ",41.547224,-87.672288
"9032 W 140th St Apt 1B Orland Park, IL 60462","$122,000 ",41.636986,-87.840265
"10845 S 84th Ave Apt 3A Palos Hills, IL 60465","$615,000 ",41.692109,-87.824378
"6018 Birmingham St Chicago Ridge, IL 60415","$242,000 ",41.699779,-87.770318
"1275 E Baldwin Ln Unit 108 Palatine, IL 60074","$62,000 ",42.135807,-88.012063
"919 S White Willow Bay Palatine, IL 60067","$206,000 ",42.093925,-88.073222
"381 S Crown Ct Palatine, IL 60074","$143,000 ",42.106856,-88.004854
"130 Brandywine Ave Elk Grove Village, IL 60007","$375,000 ",41.998679,-88.005126
"1085 N Bluebonnet Ln Hoffman Estates, IL 60169","$325,000 ",42.047533,-88.072205
"330 W Terrace Ct Palatine, IL 60067","$43,000 ",42.095511,-88.051345
"273 Plymouth Dr Inverness, IL 60067","$519,000 ",42.105885,-88.08205
"3211 W 64th St Chicago, IL 60629","$614,000 ",41.776873,-87.703621
"34 W 23rd St Chicago Heights, IL 60411","$288,000 ",41.494153,-87.641548
"921 Cardiff Ct Schaumburg, IL 60194","$323,500 ",42.043326,-88.124848
"3642 W 61st St Chicago, IL 60629","$21,500 ",41.782687,-87.714788
"8342 S Kedvale Ave Chicago, IL 60652","$205,000 ",41.740865,-87.725619
"5557 S Shields Ave Chicago, IL 60621","$90,000 ",41.792758,-87.63379
"2540 Victor Ave Glenview, IL 60025","$145,000 ",42.05787,-87.821532
"3801 178th Pl Country Club Hills, IL 60478","$265,000 ",41.564578,-87.709335
"10806 S Eggleston Ave Chicago, IL 60628","$229,000 ",41.697622,-87.634448
"1812 S Dearborn St Apt 11 Chicago, IL 60616","$292,000 ",41.857105,-87.628334
"757 N Orleans St Chicago, IL 60654","$218,500 ",41.896259,-87.636474
"2032 W Superior St Apt 2 Chicago, IL 60612","$367,500 ",41.894978,-87.678342
"3045 N Greenview Ave Apt 202 Chicago, IL 60657","$285,000 ",41.93739,-87.66591
"1537 N Bosworth Ave # 3 Chicago, IL 60642","$178,000 ",,
"2814 W Chicago Ave Apt 2 Chicago, IL 60622","$364,000 ",41.895946,-87.697433
"6060 W Giddings St Chicago, IL 60630","$395,000 ",41.966731,-87.778709
"740 W Fulton St Apt 612 Chicago, IL 60661","$523,000 ",41.887374,-87.647359
"2101 N Lawler Ave Chicago, IL 60639","$191,000 ",41.918812,-87.751957
"2706 W Chicago Ave Apt 3 Chicago, IL 60622","$350,000 ",41.895974,-87.694595
"200 N Dearborn St Unit 4604 Chicago, IL 60601","$700,000 ",41.886056,-87.629874
"3141 N Kimball Ave Chicago, IL 60618","$350,000 ",41.938664,-87.712115
"520 S State St Chicago, IL 60605","$785,000 ",,
"5304 N New England Ave Chicago, IL 60656","$190,000 ",41.977395,-87.79909
"4052 N Olcott Ave Norridge, IL 60706","$1,300,000 ",41.954113,-87.814989
"6340 W Barry Ave # 1 Chicago, IL 60634","$195,000 ",,
"656 E 42nd St Chicago, IL 60653","$45,000 ",41.818807,-87.609626
"4507 N Central Ave # 302 Chicago, IL 60630","$300,000 ",,
"1709 N Washtenaw Ave Chicago, IL 60647","$210,000 ",41.912401,-87.694252
"1454 Woodlawn Ave Glenview, IL 60025","$225,000 ",42.084825,-87.794853
"801 Wisconsin Ave Oak Park, IL 60304","$68,000 ",41.875206,-87.802572
"645 N Kingsbury St Apt 1406 Chicago, IL 60654","$100,000 ",41.893364,-87.640909
"950 W Monroe St Unit 408 Chicago, IL 60607","$208,000 ",41.88064,-87.651415
"933 W Van Buren St Apt 504 Chicago, IL 60607","$199,000 ",41.876226,-87.651248
"1530 S State St Apt 519 Chicago, IL 60605","$162,000 ",41.861051,-87.628181
"1546 N Orleans St Apt 506 Chicago, IL 60610","$350,000 ",41.910738,-87.637867
"8409 S Maryland Ave Chicago, IL 60619","$110,000 ",41.741774,-87.603401
"2309 W Wabansia Ave Apt 2 Chicago, IL 60647","$126,000 ",41.912335,-87.685238
"1740 Oak Ave Unit 602A Evanston, IL 60201","$213,000 ",42.049534,-87.687668
"7715 N Hermitage Ave Apt 2C Chicago, IL 60626","$255,000 ",42.021459,-87.673953
"3100 W Leland Ave Apt G-1 Chicago, IL 60625","$300,000 ",41.96683,-87.706329
"6538 N Onarga Ave Chicago, IL 60631","$195,000 ",41.999176,-87.808156
"532 Warren St Calumet City, IL 60409","$255,000 ",41.608804,-87.538829
"6223 S Monitor Ave Chicago, IL 60638","$55,000 ",41.779035,-87.76752
"9143 S Hoyne Ave Chicago, IL 60643","$372,600 ",41.7271,-87.674113
"10033 S Prospect Ave Chicago, IL 60643","$245,000 ",41.71118,-87.662185
"1601 N Rosetree Ln Mount Prospect, IL 60056","$319,000 ",42.096286,-87.901193
"1126 N Keystone Ave Chicago, IL 60651","$319,000 ",41.901672,-87.727788
"532 N Oak Park Ave Oak Park, IL 60302","$127,000 ",41.895615,-87.794188
"1243 S Wabash Ave Apt 404 Chicago, IL 60605","$255,000 ",41.86624,-87.625305
"247 E Chestnut St Apt 1903 Chicago, IL 60611","$89,000 ",41.898191,-87.619918
"2137 Oak Park Ave Berwyn, IL 60402","$760,000 ",,
"1328 Ridgeland Ave Berwyn, IL 60402","$1,041,500 ",41.862472,-87.78424
"723 N Harding Ave Chicago, IL 60624","$450,000 ",41.894313,-87.724459
"440 Drake Cir # 371A Schaumburg, IL 60193","$325,000 ",,
"2411 E Michael Manor Ln Arlington Heights, IL 60004","$1,075,000 ",42.109018,-87.953033
"1445 Westbury Dr Hoffman Estates, IL 60192","$625,000 ",42.103155,-88.115083
"755 Evergreen Ln Hoffman Estates, IL 60169","$396,000 ",42.0552,-88.097861
"18511 Ashland Ave Homewood, IL 60430","$1,299,000 ",41.552994,-87.654956
"1425 N California Ave # 1 Chicago, IL 60622","$300,000 ",,
"3254 W 85th St Chicago, IL 60652","$157,500 ",41.739071,-87.704209
"12214 S Michigan Ave Chicago, IL 60628","$350,500 ",41.672089,-87.620687
"6308 N Knox Ave Chicago, IL 60646","$665,000 ",41.995992,-87.741433
"3525 N Pioneer Ave Chicago, IL 60634","$360,000 ",41.943752,-87.831129
"5305 S Sayre Ave Chicago, IL 60638","$412,000 ",41.795591,-87.796187
"3626 S Ashland Ave Chicago, IL 60609","$276,000 ",41.827954,-87.665865
"1030 N State St Apt 21J Chicago, IL 60610","$420,000 ",41.901338,-87.62887
"5336 N Winthrop Ave Apt 3W Chicago, IL 60640","$55,000 ",41.979359,-87.6583
"1130 W Armitage Ave Apt C2 Chicago, IL 60614","$288,000 ",41.918338,-87.656623
"1211 S Prairie Ave Apt 5302 Chicago, IL 60605","$128,000 ",41.866858,-87.621398
"1303 Wyndham Dr Apt 201 Palatine, IL 60074","$124,000 ",42.136967,-88.011307
"9335 Harrison St # 2-714 Des Plaines, IL 60016","$137,500 ",,
"10 E Ontario St Apt 2508 Chicago, IL 60611","$290,000 ",41.893625,-87.627535
"920 W Madison St Apt 904W Chicago, IL 60607","$105,000 ",41.881963,-87.650347
"1847 W Warner Ave Chicago, IL 60613","$645,000 ",41.95667,-87.676029
"2036 N Humboldt Blvd Apt 3E Chicago, IL 60647","$387,000 ",41.918552,-87.702879
"444 W Fullerton Pkwy Apt 709 Chicago, IL 60614","$184,500 ",41.925887,-87.641171
"2335 W Montrose Ave Chicago, IL 60618","$675,000 ",41.96107,-87.687625
"1807 N Fremont St Chicago, IL 60614","$149,000 ",41.914083,-87.650582
"2915 N Clybourn Ave Unit 209 Chicago, IL 60618","$412,000 ",41.9346,-87.680923
"1514 E Reynolds Dr Palatine, IL 60074","$156,000 ",42.117259,-88.006535
"7537 175th St Apt 534 Tinley Park, IL 60477","$45,000 ",41.572237,-87.799454
"8111 S Kolmar Ave Chicago, IL 60652","$330,000 ",41.744902,-87.734623
"222 N Columbus Dr Apt 1106 Chicago, IL 60601","$127,000 ",41.886551,-87.621576
"1749 W 59th St Chicago, IL 60636","$155,000 ",41.78643,-87.668779
"8618 S Carpenter St Chicago, IL 60620","$200,000 ",41.737169,-87.650081
"314 Bensley Ave Calumet City, IL 60409","$390,000 ",41.628189,-87.56314
"18619 Laramie Rd Country Club Hills, IL 60478","$299,000 ",41.550996,-87.741356
"1658 Thorn St Chicago Heights, IL 60411","$287,000 ",41.500833,-87.644168
"4844 N Paulina St Apt 2E Chicago, IL 60640","$287,000 ",41.970222,-87.671505
"4857 N Drake Ave Apt 1 Chicago, IL 60625","$1,435,000 ",41.969532,-87.716979
"1035 S Madison Ave La Grange, IL 60525","$265,000 ",41.794671,-87.869933
"1705 Pavilion Way Unit 408 Park Ridge, IL 60068","$744,500 ",42.03754,-87.866323
"419 N Prospect Ave Park Ridge, IL 60068","$237,000 ",42.016499,-87.829095
"544 S 4th Ave Des Plaines, IL 60016","$251,500 ",42.043067,-87.904508
"16321 66th Ct Tinley Park, IL 60477","$557,500 ",41.594168,-87.781681
"1520 Petersham Ln Schaumburg, IL 60173","$267,000 ",42.0338,-88.041647
"9432 Quail Trl Tinley Park, IL 60487","$320,000 ",41.572011,-87.848125
"14216 S 85th Ave Orland Park, IL 60462","$219,000 ",41.633111,-87.828003
"10800 S Sangamon St Chicago, IL 60643","$160,000 ",41.697614,-87.646558
"7217 S Harvard Ave Chicago, IL 60621","$82,000 ",41.76296,-87.633033
"6759 N Ozanam Ave Chicago, IL 60631","$230,000 ",42.003573,-87.821004
"8114 N Oketo Ave Niles, IL 60714","$612,000 ",42.028421,-87.811684
"12815 S 80th Ave Palos Park, IL 60464","$350,000 ",41.658432,-87.814795
"4018 N Harding Ave Chicago, IL 60618","$64,500 ",41.954331,-87.726778
"1167 W Madison St Apt 2E Chicago, IL 60607","$280,000 ",41.881342,-87.656933
"5917 Cleveland St Morton Grove, IL 60053","$389,000 ",42.029784,-87.77483
"1500 W Monroe St Unit 119 Chicago, IL 60607","$1,890,000 ",41.880736,-87.664891
"4637 W Waveland Ave Chicago, IL 60641","$80,000 ",41.947718,-87.743971
"4120 Terri Lyn Ln Northbrook, IL 60062","$420,000 ",42.124612,-87.880297
"6403 Fairfield Ave Berwyn, IL 60402","$330,000 ",41.833609,-87.783287
"6900 N Knox Ave Lincolnwood, IL 60712","$335,000 ",42.00651,-87.745325
"7032 W Keeney St Niles, IL 60714","$528,000 ",42.028638,-87.802827
"3346 N Oak Park Ave Chicago, IL 60634","$190,000 ",41.94139,-87.79617
"1635 W Belmont Ave Apt 216 Chicago, IL 60657","$290,000 ",41.939244,-87.670244
"1434 W Lunt Ave Apt 3N Chicago, IL 60626","$144,500 ",42.009446,-87.667183
"3030 Gregory Ave Wilmette, IL 60091","$115,000 ",42.070371,-87.751029
"1531 W Farwell Ave Apt 1S Chicago, IL 60626","$372,000 ",42.006281,-87.669196
"6755 S Wolcott Ave Chicago, IL 60636","$148,000 ",41.770498,-87.670909
"1919 S Michigan Ave Unit 306 Chicago, IL 60616","$248,000 ",41.856117,-87.623433
"15707 Acacia Dr Orland Park, IL 60462","$625,000 ",41.604827,-87.823757
"10727 Winterset Dr # D3 Orland Park, IL 60467","$135,000 ",,
"13820 Coghill Ln Orland Park, IL 60462","$387,000 ",41.639232,-87.840451
"5500 Lincoln Ave Unit 100W Morton Grove, IL 60053","$420,000 ",42.035094,-87.764759
"5349 N New England Ave Chicago, IL 60656","$287,000 ",41.978567,-87.798371
"12120 S Coach Rd Palos Heights, IL 60463","$1,299,000 ",41.669525,-87.809359
"17406 Briar Dr Tinley Park, IL 60487","$386,500 ",41.573963,-87.846497
"7720 162nd Pl Tinley Park, IL 60477","$45,000 ",41.595863,-87.806614
"245 N Virginia Ave Glenwood, IL 60425","$255,000 ",41.551197,-87.636448
"2838 Maple Ave Berwyn, IL 60402","$255,000 ",41.839795,-87.802282
"4715 W Gladys Ave # 1 Chicago, IL 60644","$347,000 ",,
"2929 N Fairfield Ave Chicago, IL 60618","$1,100,000 ",41.934819,-87.696125
"1069 W 14th Pl Unit 123 Chicago, IL 60608","$225,000 ",41.862272,-87.652923
"3935 N Sayre Ave Chicago, IL 60634","$215,000 ",41.951898,-87.800746
"610 W Oakdale Ave Chicago, IL 60657","$70,000 ",41.935947,-87.644803
"2938 Forest Ave Brookfield, IL 60513","$635,000 ",41.837204,-87.843667
"4801 Greenwich Ct Rolling Meadows, IL 60008","$157,500 ",42.075367,-88.0443
"11207 S Whipple St Chicago, IL 60655","$339,000 ",41.68935,-87.696799
"5528 S 72nd Ct Summit, IL 60501","$573,000 ",41.790573,-87.803023
"14208 Linder Ave Midlothian, IL 60445","$150,000 ",41.634308,-87.754653
"4708 W 20th St Cicero, IL 60804","$96,500 ",41.854308,-87.742386
"18601 Becker Ter Country Club Hills, IL 60478","$114,000 ",41.551666,-87.739089
"11305 S Lowe Ave Chicago, IL 60628","$160,000 ",41.688533,-87.63828
"1812 S Dearborn St Apt 30 Chicago, IL 60616","$417,500 ",41.857105,-87.628331
"11250 S Homewood Ave Chicago, IL 60643","$459,500 ",41.68824,-87.670564
"3749 N Pine Grove Ave # 2 Chicago, IL 60613","$610,000 ",,
"3034 Sherwood Ave Markham, IL 60428","$305,000 ",41.598174,-87.691068
"1103 N Claremont Dr Palatine, IL 60074","$605,000 ",42.131091,-88.008552
"329 N Brockway St Palatine, IL 60067","$1,575,000 ",42.116832,-88.045821
"10028 S Komensky Ave Oak Lawn, IL 60453","$15,500 ",41.710068,-87.722602
"204 Forest Edge Dr Palos Park, IL 60464","$875,000 ",41.669194,-87.896457
"9106 Falcon Ridge Dr Bridgeview, IL 60455","$312,500 ",41.725995,-87.807225
"9100 Beloit Ave Bridgeview, IL 60455","$480,000 ",41.726087,-87.80607
"11100 Saratoga Dr Orland Park, IL 60467","$197,500 ",41.592381,-87.888837
"744 N May St Unit 3P Chicago, IL 60642","$76,000 ",,
"11424 S Racine Ave Chicago, IL 60643","$120,000 ",41.685989,-87.652262
"14700 Lorel Ave Oak Forest, IL 60452","$340,000 ",41.624636,-87.751015
"2026 Greenwood Ave Wilmette, IL 60091","$182,500 ",42.083406,-87.726289
"4000 Huntington Blvd Hoffman Estates, IL 60192","$220,000 ",42.096429,-88.122645
"11281 S Roberts Rd Apt J Palos Hills, IL 60465","$217,000 ",41.686079,-87.816312
"6537 W Addison St # 101 Chicago, IL 60634","$555,000 ",,
"11S487 Carpenter St Lemont, IL 60439","$119,000 ",41.707222,-88.009272
"320 Wisteria Dr Streamwood, IL 60107","$232,000 ",42.01842,-88.153453
"4327 W McLean Ave Chicago, IL 60639","$400,000 ",41.917714,-87.735029
