Address ,List_Price ,latitude,longitude
"525 W Hawthorne Pl Apt 2907 Chicago, IL 60657","$910,000 ",41.944242,-87.642116
"834 E 42nd Pl # 1 Chicago, IL 60653","$910,000 ",,
"2912 N Talman Ave Chicago, IL 60618","$290,000 ",41.93437,-87.69437
"5757 N Sheridan Rd Apt 10G Chicago, IL 60660","$950,000 ",41.987157,-87.654662
"11628 S Torrence Ave Chicago, IL 60617","$445,000 ",41.683762,-87.559711
"2600 N Hampden Ct Apt H4 Chicago, IL 60614","$1,715,000 ",41.929426,-87.641077
"3432 Western Ave Park Forest, IL 60466","$435,000 ",41.47871,-87.67529
"15140 Willow Ln Oak Forest, IL 60452","$439,000 ",41.615134,-87.782223
"1201 Rossell Ave Oak Park, IL 60302","$311,000 ",41.90744,-87.786363
"1834 N 77th Ct Elmwood Park, IL 60707","$172,000 ",41.913555,-87.819717
"632 S 17th Ave Maywood, IL 60153","$180,000 ",41.880961,-87.854222
"2637 Westbrook Dr Franklin Park, IL 60131","$138,500 ",41.927191,-87.872243
"1561 Von Braun Trl Elk Grove Village, IL 60007","$340,000 ",41.992587,-88.03402
"305 N Gail Ct Prospect Heights, IL 60070","$1,715,000 ",42.101403,-87.95469
"1198 Cedar Ln Elk Grove Village, IL 60007","$17,000 ",41.999835,-87.982332
"3722 Cherry Hills Dr Flossmoor, IL 60422","$440,000 ",41.544289,-87.706767
"5965 N Northwest Hwy Apt 101 Chicago, IL 60631","$246,000 ",41.989651,-87.793567
"3547 S Winchester Ave Chicago, IL 60609","$212,000 ",41.829051,-87.673673
"3307 S Damen Ave Chicago, IL 60608","$505,000 ",41.833766,-87.675016
"3549 W Evergreen Ave Chicago, IL 60651","$40,000 ",41.90522,-87.716246
"2420 W Fullerton Ave Chicago, IL 60647","$160,000 ",,
"6609 W Henderson St Chicago, IL 60634","$70,000 ",41.940965,-87.791441
"4342 S Forrestville Ave Chicago, IL 60653","$523,000 ",41.815396,-87.613162
"2007 W Scott Ter Mount Prospect, IL 60056","$550,000 ",42.057239,-87.969329
"5352 S Laflin St Chicago, IL 60609","$550,000 ",41.796137,-87.662567
"1621 Mission Hills Rd Apt 402 Northbrook, IL 60062","$22,000 ",42.12364,-87.871006
"915 S Oak Park Ave Apt 1A Oak Park, IL 60304","$439,000 ",41.871434,-87.794347
"1237 N California Ave Chicago, IL 60622","$685,000 ",41.90404,-87.696512
"400 E Randolph St Apt 2528 Chicago, IL 60601","$117,000 ",41.884848,-87.616811
"7121 S Greenwood Ave Chicago, IL 60619","$285,000 ",41.765327,-87.5979
"9208 S Ellis Ave Chicago, IL 60619","$357,500 ",41.727282,-87.600103
"913 W 86th St Chicago, IL 60620","$190,000 ",41.737581,-87.646685
"8426 S Kerfoot Ave Chicago, IL 60620","$130,000 ",41.740584,-87.640079
"2506 Algonquin Rd Apt 11 Rolling Meadows, IL 60008","$1,175,000 ",42.060463,-88.011286
"505 Shadywood Ln Elk Grove Village, IL 60007","$165,000 ",42.018287,-87.983896
"8351 Margerita Ave Orland Park, IL 60462","$345,000 ",41.631275,-87.825408
"725 W Huntington Commons Rd Apt 115 Mount Prospect, IL 60056","$35,000 ",42.040711,-87.947939
"421 Creighton Ln Schaumburg, IL 60193","$260,000 ",42.019446,-88.072496
"11212 S Sacramento Ave Chicago, IL 60655","$420,000 ",41.689349,-87.696343
"77 N Quentin Rd Unit 309 Palatine, IL 60067","$308,000 ",42.112078,-88.062719
"2198 Maple Ave Hanover Park, IL 60133","$465,000 ",41.993902,-88.158533
"4052 Rose Ave Lyons, IL 60534","$123,500 ",41.816823,-87.836905
"631 Marengo Ave Forest Park, IL 60130","$165,000 ",41.874816,-87.807331
"12501 S 89th Ave Palos Park, IL 60464","$150,000 ",41.663778,-87.836573
"4457 N Kildare Ave Chicago, IL 60630","$255,000 ",41.962501,-87.735293
"8624 S Ingleside Ave Chicago, IL 60619","$238,000 ",,
"2059 W Ohio St Chicago, IL 60612","$518,000 ",41.892068,-87.679215
"6022 N Kenmore Ave Apt 1N Chicago, IL 60660","$207,500 ",41.991607,-87.657259
"833 W Lawrence Ave Apt 2N Chicago, IL 60640","$346,000 ",41.968973,-87.651426
"4944 N Rockwell St # 2 Chicago, IL 60625","$165,000 ",,
"1915 N Sawyer Ave Chicago, IL 60647","$253,000 ",41.916063,-87.708159
"10526 S Talman Ave Chicago, IL 60655","$648,500 ",41.701822,-87.688567
"5938 S Laflin St Chicago, IL 60636","$176,500 ",41.785638,-87.662292
"17 N Lancaster St Mount Prospect, IL 60056","$176,500 ",42.067728,-87.951755
"1300 Glenoak Ln Northbrook, IL 60062","$440,000 ",42.133469,-87.812153
"208 S Hale St Palatine, IL 60067","$135,000 ",42.105859,-88.042857
"5400 W Wrightwood Ave Chicago, IL 60639","$190,000 ",41.927949,-87.761378
"5151 N Natchez Ave Chicago, IL 60656","$283,000 ",41.975339,-87.788743
"4717 N Keating Ave Chicago, IL 60630","$290,000 ",41.966766,-87.746124
"4437 N Kostner Ave Chicago, IL 60630","$490,000 ",41.961948,-87.738029
"20222 Saint Andrews Dr Olympia Fields, IL 60461","$865,000 ",41.521828,-87.679033
"11119 Wakefield St Westchester, IL 60154","$427,500 ",41.83886,-87.898771
"4305 Eberly Ave Brookfield, IL 60513","$240,000 ",41.812361,-87.859458
"1980 Clover Dr Inverness, IL 60067","$275,000 ",42.092478,-88.091781
"110 E Burr Oak Dr Arlington Heights, IL 60004","$975,000 ",42.129323,-87.981715
"779 N Regis Ct Palatine, IL 60067","$121,000 ",42.124415,-88.058732
"2130 Estes Ave Des Plaines, IL 60018","$275,000 ",42.009188,-87.871542
"1914 Quaker Hollow Ln Streamwood, IL 60107","$285,000 ",42.037069,-88.143079
"309 S Oltendorf Rd Streamwood, IL 60107","$276,500 ",42.038365,-88.174305
"228 N Oak Park Ave Apt 2M Oak Park, IL 60302","$97,000 ",41.890997,-87.794033
"1822 N Sheffield Ave Apt B1 Chicago, IL 60614","$1,410,000 ",41.914644,-87.653544
"939 W Madison St Apt 406 Chicago, IL 60607","$365,500 ",41.881391,-87.651439
"4421 N Oriole Ave Norridge, IL 60706","$220,000 ",41.96064,-87.816046
"2284 184th Pl Lansing, IL 60438","$355,000 ",41.560435,-87.562836
"6325 N Cicero Ave Chicago, IL 60646","$146,000 ",41.996448,-87.747895
"1518 Harrison Ave La Grange Park, IL 60526","$405,000 ",41.840898,-87.857325
"1136 S Salem Ln Arlington Heights, IL 60005","$156,000 ",42.062751,-87.99225
"604 Ridge Cir Streamwood, IL 60107","$132,500 ",42.017594,-88.164966
"10715 67th St Countryside, IL 60525","$368,000 ",41.768069,-87.882935
"13021 S Wolf Rd Palos Park, IL 60464","$188,000 ",41.652833,-87.892343
"8642 S Kimbark Ave Chicago, IL 60619","$420,000 ",41.738109,-87.592723
"3355 Kirchoff Rd Apt 6E Rolling Meadows, IL 60008","$160,000 ",42.077627,-88.02337
"12713 S Misty Harbour Ln Palos Park, IL 60464","$25,000 ",41.65863,-87.889434
"758 Lacrosse Ave Wilmette, IL 60091","$162,000 ",42.077871,-87.753825
"127 Commons Dr Palos Park, IL 60464","$121,000 ",41.668848,-87.816499
"7810 Davis St Morton Grove, IL 60053","$235,000 ",42.046342,-87.821165
"9800 S Kilbourn Ave Oak Lawn, IL 60453","$660,000 ",41.714586,-87.733677
"5038 S Drexel Blvd Unit 3S Chicago, IL 60615","$342,000 ",41.802958,-87.604701
"4956 N Lockwood Ave # 1 Chicago, IL 60630","$185,000 ",,
"15 E 118th St Chicago, IL 60628","$138,000 ",41.679598,-87.621989
"627 Ascot Ln Streamwood, IL 60107","$63,000 ",42.038616,-88.196179
"5435 S Nashville Ave Chicago, IL 60638","$103,000 ",41.793137,-87.786368
"737 W Washington Blvd Apt 2908 Chicago, IL 60661","$173,500 ",41.882468,-87.6469
"1900 W Armitage Ave # 3 Chicago, IL 60622","$245,000 ",,
"1637 N Whipple St Chicago, IL 60647","$722,000 ",41.911336,-87.703087
"2132 W Bradley Pl Chicago, IL 60618","$98,500 ",41.949808,-87.682438
"1835 N Howe St Apt 1F Chicago, IL 60614","$12,500 ",41.914937,-87.644426
"1155 W Roosevelt Rd Unit 301 Chicago, IL 60608","$85,000 ",41.866701,-87.656152
"2614 N Clybourn Ave Apt 406 Chicago, IL 60614","$440,000 ",41.928708,-87.67543
"25 E Superior St Apt 2502 Chicago, IL 60611","$203,000 ",41.895347,-87.627215
"501 N Clinton St Apt 3007 Chicago, IL 60654","$228,000 ",41.891032,-87.642231
"3330 N Keating Ave Chicago, IL 60641","$1,052,000 ",41.941632,-87.74573
"6505 N Nashville Ave Apt 206 Chicago, IL 60631","$225,000 ",41.999354,-87.790381
"7633 S Dobson Ave Chicago, IL 60619","$3,150,000 ",41.755772,-87.598883
"5621 N Maplewood Ave Chicago, IL 60659","$275,000 ",41.983833,-87.692758
"221 E Cullerton St Apt 602 Chicago, IL 60616","$470,000 ",41.855215,-87.62116
"4853 Imperial Dr Richton Park, IL 60471","$450,000 ",41.476777,-87.734146
"16723 Summercrest Ave Orland Park, IL 60467","$50,000 ",41.585379,-87.896064
"3022 N Newcastle Ave Chicago, IL 60634","$440,000 ",41.935207,-87.797185
"806 Pine Forest Ln Prospect Heights, IL 60070","$535,000 ",42.092085,-87.921763
"1103 S Hunt Club Dr Apt 122 Mount Prospect, IL 60056","$165,000 ",42.043972,-87.94474
"18046 Oak Ave Lansing, IL 60438","$230,000 ",41.566986,-87.555484
"20825 Brookwood Dr Olympia Fields, IL 60461","$280,000 ",41.510913,-87.679532
"2343 S 2nd Ave North Riverside, IL 60546","$242,000 ",41.846779,-87.833591
"6611 Natasha Ct Countryside, IL 60525","$25,000 ",41.76868,-87.886205
"1822 N 18th Ave Melrose Park, IL 60160","$1,000,000 ",41.907007,-87.856163
"899 S Plymouth Ct Apt 610 Chicago, IL 60605","$283,000 ",41.870871,-87.628087
"8635 S Bennett Ave Chicago, IL 60617","$465,000 ",41.737804,-87.577812
"9529 S Hamilton Ave Chicago, IL 60643","$55,000 ",41.720143,-87.675637
"1527 Seward St Schaumburg, IL 60193","$360,000 ",41.998391,-88.085861
"4321 N Drake Ave Apt 1G Chicago, IL 60618","$167,000 ",41.960015,-87.716424
"24 Elm St Glenview, IL 60025","$190,000 ",42.056281,-87.811234
"650 W Wayman St Unit 306C Chicago, IL 60661","$190,000 ",41.887643,-87.64472
"706 Russet Ln Streamwood, IL 60107","$228,000 ",42.017778,-88.167136
"8847 S Winchester Ave Chicago, IL 60620","$368,000 ",41.732821,-87.668627
"1151 W 15th St Unit 304 Chicago, IL 60608","$225,000 ",41.861317,-87.655315
"2514 Grove Ave Berwyn, IL 60402","$123,000 ",41.844528,-87.794754
"1059 N Lawndale Ave Chicago, IL 60651","$290,000 ",41.900768,-87.718642
"16336 Terrace Ct Orland Hills, IL 60487","$160,000 ",41.593204,-87.84722
"21 W Goethe St Apt 11L Chicago, IL 60610","$290,000 ",41.905559,-87.629644
"1436 S Prairie Ave Unit A Chicago, IL 60605","$296,000 ",41.863318,-87.622232
"30 W Oak St Apt 24B Chicago, IL 60610","$287,500 ",41.900806,-87.629485
"5247 W Belle Plaine Ave Chicago, IL 60641","$199,000 ",41.954835,-87.759036
"921 W Gunnison St Apt 2W Chicago, IL 60640","$115,000 ",41.969783,-87.653324
"3822 N Paulina St Chicago, IL 60613","$305,000 ",41.951342,-87.671763
"7720 Leamington Ave Burbank, IL 60459","$420,000 ",41.751841,-87.750308
"18181 Clyde Ave Lansing, IL 60438","$99,000 ",41.564954,-87.569736
"1343 S Cumberland Ave Park Ridge, IL 60068","$300,000 ",41.993499,-87.836122
"1327 Central Ave Wilmette, IL 60091","$540,000 ",42.074878,-87.71188
"4129 N Troy St Chicago, IL 60618","$419,500 ",41.956619,-87.706528
"3122 Wilmette Ave Wilmette, IL 60091","$240,000 ",42.072436,-87.753098
"1525 Carson Ct Homewood, IL 60430","$300,000 ",41.545036,-87.652657
"7924 S Homan Ave Chicago, IL 60652","$350,000 ",41.748909,-87.7076
"200 E Burlington St Riverside, IL 60546","$215,000 ",41.830205,-87.810843
"921 Willow Rd Matteson, IL 60443","$115,000 ",41.508626,-87.762665
"1047 Cedar Ln Northbrook, IL 60062","$165,000 ",42.133843,-87.831576
"15650 Mutual Ter South Holland, IL 60473","$35,000 ",41.608891,-87.602069
"15215 Kilpatrick Ave Oak Forest, IL 60452","$285,000 ",41.61541,-87.733789
"9900 W 57th St Countryside, IL 60525","$2,040,000 ",41.787354,-87.866172
"3519 E 95th St Chicago, IL 60617","$100,000 ",41.722626,-87.538043
"2427 Covert Rd Glenview, IL 60025","$648,500 ",42.064278,-87.818242
"10435 S Calhoun Ave Chicago, IL 60617","$460,000 ",41.705321,-87.561701
"5124 W 79th St Burbank, IL 60459","$205,000 ",41.749309,-87.749471
"694 Linda Ter Wheeling, IL 60090","$172,500 ",42.136587,-87.933957
"3639 S Giles Ave Chicago, IL 60653","$219,000 ",41.828117,-87.61892
"4661 N Spaulding Ave Apt G Chicago, IL 60625","$175,000 ",41.966326,-87.710663
"6427 S Saint Lawrence Ave Chicago, IL 60637","$170,000 ",41.777702,-87.610374
"125 S Jefferson St Unit 3010 Chicago, IL 60661","$185,000 ",41.879916,-87.641771
"1604 W Waveland Ave # 2 Chicago, IL 60613","$180,000 ",,
"920 S School St Mount Prospect, IL 60056","$26,000 ",42.048461,-87.931445
"4951 N Claremont Ave Chicago, IL 60625","$440,000 ",41.971957,-87.687456
"5904 N Mason Ave Chicago, IL 60646","$100,000 ",41.988596,-87.777012
"2160 Dehne Rd Northbrook, IL 60062","$1,200,000 ",42.119697,-87.833619
"5435 N La Crosse Ave Chicago, IL 60630","$1,570,000 ",41.981026,-87.749151
"8735 W Catherine Ave Apt 5 Chicago, IL 60656","$40,000 ",41.976585,-87.84535
"2651 Independence Ave Glenview, IL 60026","$325,000 ",42.079851,-87.823381
"16019 Alexandria Dr Tinley Park, IL 60477","$425,000 ",41.599289,-87.813971
"1861 Sunnyside Ave Westchester, IL 60154","$325,000 ",41.851817,-87.886436
"9615 S Francisco Ave Evergreen Park, IL 60805","$465,000 ",41.718539,-87.694003
"2424 Grant St Evanston, IL 60201","$33,000 ",42.058804,-87.707728
"2039 W Evergreen Ave Chicago, IL 60622","$295,000 ",41.905688,-87.678857
"213 153rd Pl Calumet City, IL 60409","$648,500 ",41.616156,-87.530656
"1309 S Keeler Ave Chicago, IL 60623","$405,000 ",41.863948,-87.729634
"3803 W Pratt Ave Lincolnwood, IL 60712","$34,000 ",42.004249,-87.723755
"4315 N Kenmore Ave Apt 1S Chicago, IL 60613","$118,000 ",41.960249,-87.655895
"390 S Western Ave Apt 703 Des Plaines, IL 60016","$188,000 ",42.04632,-87.896229
"3240 N Manor Dr Apt 117 Lansing, IL 60438","$230,000 ",41.551546,-87.53866
"4535 Blanchan Ave Brookfield, IL 60513","$75,000 ",,
"2 E Erie St Apt 3609 Chicago, IL 60611","$122,500 ",41.894341,-87.627683
"2227 W McLean Ave Chicago, IL 60647","$255,000 ",41.918195,-87.683666
"1600 N Halsted St Chicago, IL 60614","$100,000 ",,
"2028 W Division St Apt 301 Chicago, IL 60622","$850,000 ",41.903472,-87.678469
"4747 N Clark St Apt 2N Chicago, IL 60640","$850,000 ",41.96851,-87.667068
"3475 Carol Ln Northbrook, IL 60062","$225,000 ",42.089985,-87.875328
"3914 W Touhy Ave # 18 Lincolnwood, IL 60712","$253,500 ",,
"5410 S New England Ave Chicago, IL 60638","$285,000 ",41.79366,-87.79441
"14820 Kedzie Ave Midlothian, IL 60445","$290,000 ",41.623642,-87.699123
"6546 W Montrose Ave Harwood Heights, IL 60706","$155,000 ",41.960406,-87.791129
"5714 W Erie St Chicago, IL 60644","$1,000,000 ",41.892222,-87.768487
"300 Village Cir Willow Springs, IL 60480","$462,000 ",41.733194,-87.877279
"829 N Maple Ave Palatine, IL 60067","$200,000 ",42.12521,-88.066083
"3749 148th St Midlothian, IL 60445","$330,000 ",41.623546,-87.712327
"1402 Hinman Ave Apt 3E Evanston, IL 60201","$75,000 ",42.042909,-87.679153
"14533 Maycliff Dr Orland Park, IL 60462","$285,000 ",41.626621,-87.832583
"4371 187th Pl Country Club Hills, IL 60478","$352,000 ",41.548628,-87.722916
"6131 N Richmond St Apt 1W Chicago, IL 60659","$675,000 ",41.993085,-87.70278
"527 Cottonwood Ln Schaumburg, IL 60193","$13,000 ",42.016511,-88.087117
"16025 135th St Lemont, IL 60439","$30,000 ",41.642215,-88.00975
"7859 N Nordica Ave Niles, IL 60714","$270,000 ",42.024267,-87.797854
"2155 Rob Roy Ct Hanover Park, IL 60133","$270,000 ",41.955732,-88.159869
"603 S River Rd Apt 3D Des Plaines, IL 60016","$282,500 ",42.04235,-87.883549
"1 E Henry St Mount Prospect, IL 60056","$580,000 ",42.067922,-87.936356
"1827 Eton Dr Hoffman Estates, IL 60192","$116,000 ",42.059229,-88.235063
"824 Waukegan Rd Northbrook, IL 60062","$250,000 ",42.137339,-87.825082
"1531 Monroe Ave Apt 1 River Forest, IL 60305","$393,000 ",41.90815,-87.8118
"520 S State St Apt 1014 Chicago, IL 60605","$550,000 ",41.875254,-87.627684
"131 Century Ct Unit N2 Schaumburg, IL 60193","$380,000 ",42.025151,-88.076477
"2715 W 96th St Evergreen Park, IL 60805","$219,000 ",41.718778,-87.690411
"9657 McVicker Ave Oak Lawn, IL 60453","$175,000 ",41.716159,-87.770887
"509 Lunt Ave Schaumburg, IL 60193","$465,000 ",,
"924 Austin Ave Park Ridge, IL 60068","$200,000 ",42.024827,-87.836908
"10747 S Natchez Ave Worth, IL 60482","$385,000 ",41.696318,-87.78112
"808 E Lilly Ln Palatine, IL 60074","$99,000 ",42.141773,-88.023843
"3435 W Ardmore Ave Chicago, IL 60659","$59,500 ",41.986451,-87.715435
"4040 Franklin Ave Western Springs, IL 60558","$203,000 ",41.81631,-87.896889
"6527 N Nixon Ave Chicago, IL 60631","$177,500 ",42.000801,-87.803785
"909 N 9th Ave Maywood, IL 60153","$1,732,500 ",41.895736,-87.844111
"9811 N Maynard Ter Niles, IL 60714","$150,000 ",42.058689,-87.834814
"1018 Main St Apt 1 Evanston, IL 60202","$255,000 ",42.033772,-87.686224
"5156 N Avers Ave Apt 1E Chicago, IL 60625","$255,000 ",41.975303,-87.724954
"4952 Jarvis Ave Skokie, IL 60077","$1,125,000 ",42.015696,-87.75223
"11360 S Carpenter St Chicago, IL 60643","$200,000 ",41.686871,-87.648638
"Chicago Ridge, IL 60415","$214,500 ",,
"7529 S Hoyne Ave Chicago, IL 60620","$390,000 ",41.756555,-87.67527
"1235 S Prairie Ave Apt 3501 Chicago, IL 60605","$142,000 ",41.866874,-87.621408
"5510 N Sheridan Rd Apt 2B Chicago, IL 60640","$539,000 ",41.982326,-87.655575
"7656 Adams St Forest Park, IL 60130","$385,000 ",41.877319,-87.816388
"Skokie, IL 60076","$121,000 ",,
"3246 Wisconsin Ave Berwyn, IL 60402","$100,000 ",41.83233,-87.800721
"7916 S Justine St Chicago, IL 60620","$400,000 ",41.749839,-87.662551
"465 Buckeye Dr Wheeling, IL 60090","$150,000 ",42.128966,-87.905077
"9322 S 54th Ave Oak Lawn, IL 60453","$187,500 ",41.722664,-87.757103
"8700 Skokie Blvd Apt 1N Skokie, IL 60077","$146,000 ",42.039385,-87.747956
"10840 S 84th Ave Apt 3C Palos Hills, IL 60465","$77,000 ",41.692115,-87.824896
"7300 W Summerdale Ave Chicago, IL 60656","$77,000 ",41.976437,-87.809776
"2810 S 48th Ct Cicero, IL 60804","$77,000 ",41.841717,-87.746035
"7515 S Rhodes Ave Chicago, IL 60619","$136,000 ",41.757958,-87.611096
"7721 S Avalon Ave Chicago, IL 60619","$39,000 ",41.754375,-87.593986
"7021 S Woodlawn Ave Chicago, IL 60637","$405,000 ",41.76709,-87.594859
"7810 S Burnham Ave Chicago, IL 60649","$895,000 ",41.753275,-87.557419
"7810 S Yates Blvd Chicago, IL 60649","$25,000 ",41.753131,-87.566601
"1177 S Taylor Ave Oak Park, IL 60304","$80,000 ",41.866199,-87.778187
"5534 S Dorchester Ave Apt 1 Chicago, IL 60637","$950,000 ",41.794015,-87.5921
"605 N Wolf Rd Apt E3 Hillside, IL 60162","$195,000 ",41.880895,-87.902612
"3541 W 111th St Chicago, IL 60655","$404,000 ",41.691164,-87.709962
"5320 175th St Tinley Park, IL 60477","$1,500,000 ",41.572206,-87.744436
"945 W Gordon Ter Apt Ge Chicago, IL 60613","$320,000 ",41.956952,-87.65419
"621 Harlem Ave Forest Park, IL 60130","$225,000 ",41.875,-87.8049
"4435 W Grand Ave Chicago, IL 60639","$387,500 ",,
"912 N Elston Ave Unit 306 Chicago, IL 60642","$316,000 ",41.898712,-87.656922
"2309 Belleview Ave Westchester, IL 60154","$364,000 ",41.846449,-87.882452
"14012 S Claire Blvd Robbins, IL 60472","$200,000 ",41.638237,-87.708127
"344 Pembroke Ct Apt 1 Schaumburg, IL 60193","$52,000 ",42.020623,-88.14229
"400 N La Salle Dr Apt 1602 Chicago, IL 60654","$550,000 ",41.889593,-87.632997
"4705 W 106th Pl Oak Lawn, IL 60453","$1,575,000 ",41.698915,-87.738069
"10404 S Kenton Ave Oak Lawn, IL 60453","$460,000 ",41.703512,-87.735688
"13740 Venetian Ct Orland Park, IL 60467","$271,000 ",41.639258,-87.913775
"1007 W 110th St Chicago, IL 60643","$115,000 ",41.69385,-87.647641
"8324 S Calumet Ave Chicago, IL 60619","$193,000 ",41.74297,-87.616799
"1539 W School St # 2 Chicago, IL 60657","$497,500 ",,
"1441 W Thome Ave Chicago, IL 60660","$275,000 ",41.995172,-87.666904
"1312 S Vail Ave Arlington Heights, IL 60005","$339,500 ",42.06021,-87.98392
"7724 S Crandon Ave Chicago, IL 60649","$265,000 ",41.754508,-87.569063
"6030 S Hermitage Ave Chicago, IL 60636","$130,000 ",41.783933,-87.66832
"7336 S Emerald Ave Chicago, IL 60621","$490,000 ",41.760445,-87.643457
"1901 S Calumet Ave Unit 807 Chicago, IL 60616","$380,000 ",41.856472,-87.618923
"23 W Roberta St Lemont, IL 60439","$229,000 ",41.660336,-88.007903
"8618 S Union Ave Chicago, IL 60620","$183,000 ",41.737248,-87.641567
"17235 71st Ct Tinley Park, IL 60477","$307,000 ",41.577081,-87.791452
"7120 182nd St Tinley Park, IL 60477","$208,000 ",41.560635,-87.791605
"6619 S Ellis Ave Chicago, IL 60637","$490,000 ",41.774414,-87.600576
"101 S Wabash Ave Glenwood, IL 60425","$405,000 ",41.544243,-87.615389
"228 E 140th Pl Dolton, IL 60419","$271,000 ",41.64014,-87.615819
"12660 S Parkside Ave Palos Heights, IL 60463","$340,000 ",41.661676,-87.759684
"2817 Harrison St Glenview, IL 60025","$340,000 ",42.061732,-87.828086
"1033 W 14th Pl Unit 114 Chicago, IL 60608","$440,500 ",41.862267,-87.652925
"755 William St River Forest, IL 60305","$625,000 ",41.893988,-87.809549
"2461 N Lincoln Ave Unit 2N Chicago, IL 60614","$95,500 ",41.926973,-87.650392
"1718 N 20th Ave Melrose Park, IL 60160","$431,000 ",41.904925,-87.858645
"7343 S Dante Ave Chicago, IL 60619","$830,000 ",41.761099,-87.589297
"1733 W Henderson St Chicago, IL 60657","$250,000 ",41.942091,-87.672506
"310 S Michigan Ave Chicago, IL 60604","$347,500 ",,
"2730 Central St Apt 3C Evanston, IL 60201","$280,000 ",42.064098,-87.712169
"9906 S Lowe Ave Chicago, IL 60628","$409,000 ",41.713954,-87.639727
"9429 Hitchcock Blvd Tinley Park, IL 60487","$87,500 ",41.575444,-87.848779
"6725 N Keating Ave Lincolnwood, IL 60712","$115,000 ",42.003519,-87.746597
"3227 N Volz Dr E Arlington Heights, IL 60004","$346,000 ",42.135014,-87.966505
"925 N Larrabee St Apt 2N Chicago, IL 60610","$410,000 ",41.899456,-87.642697
"1438 N Washtenaw Ave Chicago, IL 60622","$515,000 ",41.907739,-87.694837
"2019 N 72nd Ct Elmwood Park, IL 60707","$201,000 ",41.91697,-87.806901
"6834 S Dante Ave Chicago, IL 60637","$403,000 ",41.770402,-87.589989
"728 Parkwood Ave Park Ridge, IL 60068","$344,000 ",42.020595,-87.856811
"Hanover Park, IL 60133","$455,000 ",,
"8417 Normandy Ave Burbank, IL 60459","$520,000 ",41.738555,-87.786766
"274 Rich Rd Park Forest, IL 60466","$130,000 ",41.483296,-87.691772
"1403 N 18th Ave Melrose Park, IL 60160","$138,000 ",41.899737,-87.855217
"12132 S 69th Ct Palos Heights, IL 60463","$40,000 ",41.670512,-87.791434
"3730 Harvey Ave Berwyn, IL 60402","$317,500 ",41.82418,-87.779436
"5930 N Sauganash Ln Chicago, IL 60646","$367,000 ",41.989324,-87.735655
"12905 Parker Rd Lemont, IL 60439","$130,500 ",41.653816,-87.952292
"2330 Downing Ave Westchester, IL 60154","$175,000 ",41.845581,-87.889361
"535 Cedar Ln Elk Grove Village, IL 60007","$42,000 ",42.004349,-87.983477
"430 Home Ave Apt 308S Oak Park, IL 60302","$375,000 ",41.880589,-87.799484
"9950 Grand Ave Franklin Park, IL 60131","$309,000 ",,
"14509 S Wabash Ave Riverdale, IL 60827","$525,000 ",41.631201,-87.620496
"5817 Amherst Pl Matteson, IL 60443","$380,000 ",41.507524,-87.759172
"703 N 2nd Ave Maywood, IL 60153","$37,500 ",41.893775,-87.835447
"2143 N Harlem Ave Frnt 117 Chicago, IL 60707","$77,500 ",41.919073,-87.805583
"209 E Brett Ct Arlington Heights, IL 60005","$279,000 ",42.058815,-87.97905
"1601 W School St Apt 304 Chicago, IL 60657","$615,000 ",41.942138,-87.669175
"4800 S Chicago Beach Dr Apt 802S Chicago, IL 60615","$2,000,000 ",41.806602,-87.586578
"2626 N Lakeview Ave Apt 2303 Chicago, IL 60614","$555,000 ",41.930339,-87.639901
"7728 N Sheridan Rd Chicago, IL 60626","$510,500 ",42.022055,-87.667272
"339 W Webster Ave Unit 8H Chicago, IL 60614","$98,000 ",41.921729,-87.637814
"7241 W Rascher Ave Chicago, IL 60656","$170,000 ",41.978347,-87.80854
"2538 W Iowa St Chicago, IL 60622","$135,000 ",41.89778,-87.690922
"6918 N Odell Ave Chicago, IL 60631","$29,000 ",42.006775,-87.811341
"3800 N Hamlin Ave Chicago, IL 60618","$135,000 ",41.950216,-87.722964
"14 Emerson Dr Schaumburg, IL 60194","$200,000 ",42.026395,-88.123364
"5676 N Neva Ave Chicago, IL 60631","$340,000 ",41.984974,-87.805757
"5012 W Berenice Ave Chicago, IL 60641","$150,000 ",41.950863,-87.752733
"4526 N Austin Ave Chicago, IL 60630","$120,000 ",41.962992,-87.777382
"1445 W Touhy Ave Apt 1A Park Ridge, IL 60068","$390,000 ",42.010494,-87.845079
"7071 W Touhy Ave Apt 604 Niles, IL 60714","$339,500 ",42.010015,-87.804842
"2801 Glenview Rd Glenview, IL 60025","$475,000 ",42.072638,-87.827674
"1285 W New Britton Dr Hoffman Estates, IL 60192","$475,000 ",42.097032,-88.110729
"715 Astor Ln Unit 301 Wheeling, IL 60090","$170,000 ",42.129173,-87.901697
"9214 Wherry Ln Orland Park, IL 60462","$1,135,000 ",41.607212,-87.845022
"3950 Dundee Rd Apt 204 Northbrook, IL 60062","$50,000 ",42.13881,-87.876492
"875 Huckleberry Ln Northbrook, IL 60062","$220,000 ",42.13664,-87.844303
"10943 S Drake Ave Chicago, IL 60655","$80,000 ",41.693811,-87.709115
"3316 W 108th St Chicago, IL 60655","$210,000 ",41.697335,-87.704227
"17523 Allison Ln Orland Park, IL 60467","$145,500 ",41.570905,-87.884812
"11001 Massasoit Ave Chicago Ridge, IL 60415","$373,000 ",41.692188,-87.762608
"22536 Latonia Ct Richton Park, IL 60471","$405,000 ",41.480005,-87.729359
