,List_Price ,List_Price .1,beds,baths,sq_ft
590,"1302 W Fillmore St Apt 3 Chicago, IL 60607",315000.0,2.0,2.0,1200.0
591,"9428 S 77th Ct Apt 1B Hickory Hills, IL 60457",159000.0,2.0,2.0,1200.0
592,"333 W Hubbard St Apt 3K Chicago, IL 60654",464000.0,2.0,2.0,1200.0
593,"8425 W 95th St Apt 27 Hickory Hills, IL 60457",130000.0,2.0,2.0,1200.0
594,"1239 N Maplewood Ave # 2 Chicago, IL 60622",353000.0,2.0,2.0,1200.0
595,"6065 N Ridge Ave Unit 3 Chicago, IL 60660",298000.0,2.0,2.0,1200.0
596,"334 Clearwater Ln Schaumburg, IL 60194",189000.0,2.0,2.0,1200.0
597,"930 Ontario St Oak Park, IL 60302",208000.0,2.0,2.0,1200.0
598,"4446 N Campbell Ave Apt Gn Chicago, IL 60625",210500.0,2.0,2.0,1200.0
599,"1515 S Prairie Ave Unit 1216 Chicago, IL 60605",400000.0,2.0,2.0,1200.0
600,"405 N Wabash Ave Unit 4509 Chicago, IL 60611",495000.0,2.0,2.0,1200.0
601,"1400 N State Pkwy Apt 18A Chicago, IL 60610",240000.0,2.0,2.0,1200.0
602,"4616 Kings Walk Dr Apt 2C Rolling Meadows, IL 60008",140500.0,2.0,2.0,1200.0
603,"1462 W Bryn Mawr Ave # G Chicago, IL 60660",227500.0,2.0,2.0,1200.0
604,"6301 N Richmond St Apt 1 Chicago, IL 60659",140000.0,2.0,2.0,1200.0
605,"1409 W Cuyler Ave Apt 2W Chicago, IL 60613",426000.0,2.0,2.0,1200.0
606,"380 Heather Ct Apt B1 Schaumburg, IL 60193",165000.0,2.0,2.0,1200.0
607,"2416 W Cortez St # 2 Chicago, IL 60622",345000.0,2.0,2.0,1200.0
608,"8700 W Evelyn Ln Apt 306 Chicago, IL 60656",152000.0,2.0,2.0,1200.0
609,"495 E Fawn Ln Unit C Palatine, IL 60074",173000.0,2.0,2.0,1200.0
610,"4601 N Monticello Ave Apt 1 Chicago, IL 60625",198000.0,2.0,2.0,1200.0
611,"1344 W George St Apt T Chicago, IL 60657",350000.0,2.0,2.0,1200.0
612,"1255 N Sandburg Ter Unit 302 Chicago, IL 60610",370000.0,2.0,2.0,1200.0
613,"910 N Washtenaw Ave # 3 Chicago, IL 60622",315000.0,2.0,2.0,1200.0
614,"211 E Ohio St Apt 511 Chicago, IL 60611",430000.0,2.0,2.0,1200.0
615,"1900 Wilmette Ave Unit 3C Wilmette, IL 60091",160000.0,2.0,2.0,1200.0
616,"18740 Hamlin Ave Flossmoor, IL 60422",150000.0,3.0,1.5,1200.0
617,"2459 W Eastwood Ave Apt 3 Chicago, IL 60625",312500.0,2.0,1.5,1200.0
618,"534 Westchester Rd Schaumburg, IL 60193",196500.0,2.0,1.5,1200.0
619,"4446 N Wolcott Ave Apt 2A Chicago, IL 60640",320000.0,2.0,1.0,1200.0
620,"5155 Madison St Unit 208 Skokie, IL 60077",212500.0,2.0,1.0,1198.0
621,"2700 W Belmont Ave Unit 408 Chicago, IL 60618",316500.0,2.0,2.0,1195.0
622,"9355 Irving Park Rd Apt 218 Schiller Park, IL 60176",159000.0,2.0,2.0,1193.0
623,"873 N Larrabee St Apt 508 Chicago, IL 60610",385000.0,2.0,2.0,1190.0
624,"125 E 13th St Unit 1412 Chicago, IL 60605",540000.0,2.0,2.0,1185.0
625,"2045 N Kedzie Ave Apt C3 Chicago, IL 60647",397000.0,2.0,2.0,1180.0
626,"2472 W Foster Ave Apt 407 Chicago, IL 60625",290000.0,2.0,2.0,1179.0
627,"1111 S Wabash Ave Apt 808 Chicago, IL 60605",316000.0,1.0,1.5,1177.0
628,"743 E Higgins Rd Elk Grove Village, IL 60007",2252500.0,3.0,1.0,1176.0
629,"1301 W Madison St Apt 407 Chicago, IL 60607",393500.0,2.0,1.0,1168.0
630,"1018 Main St Apt 2 Evanston, IL 60202",246000.0,2.0,2.0,1161.0
631,"680 N Green St Apt 610 Chicago, IL 60642",343000.0,2.0,2.0,1160.0
632,"1796 Bristol Walk Hoffman Estates, IL 60169",121000.0,2.0,1.5,1158.0
633,"811 W 15th Pl Unit 403 Chicago, IL 60608",295000.0,2.0,2.0,1151.0
634,"1735 W Diversey Pkwy Apt 316 Chicago, IL 60614",350000.0,2.0,2.0,1150.0
635,"195 N Harbor Dr Apt 1809 Chicago, IL 60601",533000.0,2.0,2.0,1150.0
636,"655 W Irving Park Rd Apt 1901 Chicago, IL 60613",340000.0,2.0,2.0,1150.0
637,"1540 N State Pkwy Apt 14A Chicago, IL 60610",261000.0,2.0,2.0,1150.0
638,"1500 W Monroe St Unit 505 Chicago, IL 60607",342000.0,2.0,1.5,1150.0
639,"3875 Shoal Dr Hanover Park, IL 60133",220000.0,3.0,2.0,1144.0
640,"2105 E 67th St Apt G8 Chicago, IL 60649",40000.0,2.0,2.0,1144.0
641,"333 N Canal St Apt 2905 Chicago, IL 60606",500000.0,1.0,1.5,1142.0
642,"1904 W Dickens Ave # 1 Chicago, IL 60614",435000.0,3.0,2.5,1140.0
643,"345 N La Salle Dr Apt 4204 Chicago, IL 60654",485000.0,2.0,2.0,1140.0
644,"4832 S Loomis Blvd Chicago, IL 60609",197000.0,3.0,1.0,1140.0
645,"57 E Delaware Pl Apt 1701 Chicago, IL 60611",419000.0,1.0,1.5,1135.0
646,"7410 W North Ave Apt 304 Elmwood Park, IL 60707",139000.0,2.0,1.5,1134.0
647,"2020 N Lincoln Park W Apt 18A Chicago, IL 60614",400000.0,2.0,2.0,1126.0
648,"5823 N Ravenswood Ave # P9 Chicago, IL 60660",310000.0,2.0,1.0,1125.0
649,"106 S Ridgeland Ave Apt 210 Oak Park, IL 60302",196000.0,2.0,1.0,1125.0
650,"6033 N Sheridan Rd Apt 15L Chicago, IL 60660",207000.0,1.0,1.0,1117.0
651,"1830 W Surrey Park Ln Unit 2A Arlington Heights, IL 60005",142500.0,2.0,2.0,1107.0
652,"1227 S Old Wilke Rd Apt 409 Arlington Heights, IL 60005",137500.0,2.0,2.0,1100.0
653,"758 N Larrabee St Apt 510 Chicago, IL 60654",485000.0,2.0,2.0,1100.0
654,"912 Ridge Sq Apt 120 Elk Grove Village, IL 60007",125000.0,2.0,2.0,1100.0
655,"2222 W Diversey Ave Apt 314 Chicago, IL 60647",304000.0,2.0,2.0,1100.0
656,"1516 S Wabash Ave Apt 1107 Chicago, IL 60605",353000.0,2.0,2.0,1100.0
657,"18400 Cherry Creek Dr Apt 407 Homewood, IL 60430",88500.0,2.0,2.0,1100.0
658,"1700 E 56th St Apt 1608 Chicago, IL 60637",199000.0,2.0,2.0,1100.0
659,"4837 N Central Ave Apt 204 Chicago, IL 60630",220000.0,2.0,2.0,1100.0
660,"643 W Belmont Ave Apt 1 Chicago, IL 60657",351000.0,2.0,2.0,1100.0
661,"5611 N Winthrop Ave # 13B Chicago, IL 60660",270000.0,2.0,2.0,1100.0
662,"1207 S Old Wilke Rd Apt 401 Arlington Heights, IL 60005",146500.0,2.0,2.0,1100.0
663,"4825 N Fairfield Ave Apt 2 Chicago, IL 60625",268500.0,2.0,2.0,1100.0
664,"3241 184th St Apt 1A Homewood, IL 60430",40500.0,2.0,2.0,1100.0
665,"1530 S State St # 209 Chicago, IL 60605",340000.0,2.0,2.0,1100.0
666,"14601 Keystone Ave Apt C3 Midlothian, IL 60445",44000.0,3.0,1.5,1100.0
667,"8940 David Pl Apt 2A Des Plaines, IL 60016",119000.0,3.0,1.5,1100.0
668,"1481 N Larrabee St # B Chicago, IL 60610",315000.0,2.0,1.5,1100.0
669,"1525 S Sangamon St Unit 404P Chicago, IL 60608",290000.0,2.0,1.5,1100.0
670,"300 S Roselle Rd Apt 108 Schaumburg, IL 60193",104000.0,2.0,1.5,1100.0
671,"6650 W 64th Pl # 2W2A Chicago, IL 60638",102000.0,2.0,1.5,1100.0
672,"1539 N Leavitt St Chicago, IL 60622",385000.0,2.0,1.5,1100.0
673,"2614 N Clybourn Ave Apt 203 Chicago, IL 60614",295000.0,1.0,1.5,1100.0
674,"518 W Armitage Ave Apt 1 Chicago, IL 60614",370000.0,2.0,1.0,1100.0
675,"2501 W Touhy Ave Apt 102 Chicago, IL 60645",127000.0,2.0,1.0,1100.0
676,"3801 W Cullom Ave # 1 Chicago, IL 60618",105000.0,2.0,1.0,1100.0
677,"1730 W Foster Ave Apt G Chicago, IL 60640",215000.0,2.0,1.0,1100.0
678,"3351 N Clifton Ave Apt 1E Chicago, IL 60657",300000.0,2.0,1.0,1100.0
679,"515 N Noble St Apt 415 Chicago, IL 60642",341000.0,1.0,1.0,1100.0
680,"124 W Polk St Apt 101 Chicago, IL 60605",270000.0,1.0,1.0,1100.0
681,"680 N Lake Shore Dr Apt 813 Chicago, IL 60611",265000.0,1.0,1.0,1100.0
682,"954 W Grace St Apt J102 Chicago, IL 60613",229500.0,1.0,1.0,1100.0
683,"9670 Franklin Ave Unit 207 Franklin Park, IL 60131",155000.0,2.0,2.0,1080.0
684,"528 N Elizabeth St Apt 2N Chicago, IL 60642",360000.0,2.0,1.5,1080.0
685,"4201 S Michigan Ave Apt 3N Chicago, IL 60653",130000.0,2.0,2.0,1072.0
686,"1350 Laguna Ct Unit D Hanover Park, IL 60133",140000.0,3.0,2.0,1062.0
687,"5755 Bavarian Ct Unit D Hanover Park, IL 60133",140000.0,3.0,2.0,1062.0
688,"833 W 15th Pl Unit 515 Chicago, IL 60608",280000.0,2.0,1.5,1062.0
689,"5559 Delmonte Dr Hanover Park, IL 60133",135000.0,3.0,1.0,1062.0
690,"200 Deborah Ln Apt 10B Wheeling, IL 60090",96000.0,2.0,1.0,1056.0
691,"1250 W Van Buren St Apt 615 Chicago, IL 60607",314500.0,2.0,2.0,1050.0
692,"1515 N Wells St Apt 8C Chicago, IL 60610",462500.0,1.0,1.5,1050.0
693,"201 E Chestnut St Apt 21F Chicago, IL 60611",278500.0,1.0,1.0,1050.0
694,"523 S Plymouth Ct # P6 Chicago, IL 60605",282000.0,1.0,1.0,1050.0
695,"345 N Canal St Apt 607 Chicago, IL 60606",255000.0,1.0,1.0,1050.0
696,"1375 Spinnaker Ln Hanover Park, IL 60133",218000.0,3.0,1.5,1048.0
697,"13751 Lamon Ave Apt 107 Crestwood, IL 60445",93000.0,2.0,2.0,1047.0
698,"530 N Lake Shore Dr Apt 1106 Chicago, IL 60611",450000.0,1.0,1.5,1047.0
699,"1212 N Wells St Apt 1203 Chicago, IL 60610",360000.0,1.0,1.5,1041.0
700,"5715 129th St Apt 3A Crestwood, IL 60445",98500.0,2.0,2.0,1040.0
701,"4700 N Western Ave Apt 3G Chicago, IL 60625",297000.0,1.0,1.5,1040.0
702,"155 N Harbor Dr Apt 1004 Chicago, IL 60601",400000.0,1.0,1.5,1040.0
703,"1635 W Belmont Ave Apt 419 Chicago, IL 60657",310000.0,1.0,1.0,1039.0
704,"6246 Nugget Cir Hanover Park, IL 60133",151000.0,2.0,1.5,1032.0
705,"2142 W Rosemont Ave Apt 3D Chicago, IL 60659",124000.0,2.0,1.0,1032.0
706,"40 E 9th St Apt 502 Chicago, IL 60605",255000.0,1.0,1.0,1028.0
707,"333 W Hubbard St Apt 401 Chicago, IL 60654",395000.0,1.0,1.0,1027.0
708,"5525 Cromwell Ln Apt G1 Oak Forest, IL 60452",102000.0,2.0,2.0,1025.0
709,"202 N Kenilworth Ave Bsmt B Oak Park, IL 60302",117500.0,1.0,1.0,1015.0
710,"5807 W 16th St Cicero, IL 60804",98000.0,3.0,1.0,1012.0
711,"6238 Nugget Cir Hanover Park, IL 60133",155000.0,2.0,1.5,1008.0
712,"1713 N Chicago Ave Arlington Heights, IL 60004",290000.0,5.0,1.0,1008.0
713,"909 W Washington Blvd Apt 705 Chicago, IL 60607",430000.0,1.0,1.5,1005.0
714,"21 E Huron St Apt 3301 Chicago, IL 60611",515000.0,1.0,1.5,1004.0
715,"7509 175th St Apt 223 Tinley Park, IL 60477",110000.0,2.0,2.0,1000.0
716,"714 E Algonquin Rd Unit 203 Arlington Heights, IL 60005",222000.0,2.0,2.0,1000.0
717,"9817 S Keeler Ave Apt D Oak Lawn, IL 60453",125500.0,2.0,2.0,1000.0
718,"7505 Tiffany Dr Apt 3D Orland Park, IL 60462",100000.0,2.0,2.0,1000.0
719,"931 W Arquilla Dr Apt 124 Glenwood, IL 60425",26500.0,2.0,2.0,1000.0
720,"5510 Lincoln Ave Unit 401 Morton Grove, IL 60053",135000.0,2.0,2.0,1000.0
721,"3522 N Wilton Ave # 2 Chicago, IL 60657",349000.0,2.0,2.0,1000.0
722,"5351 N East River Rd Apt 201 Chicago, IL 60656",130000.0,2.0,2.0,1000.0
723,"18205 Hart Dr Apt 3A Homewood, IL 60430",43100.0,2.0,2.0,1000.0
724,"5646 158th St Apt 406 Oak Forest, IL 60452",130000.0,2.0,2.0,1000.0
725,"13620 Lamon Ave Apt 415 Crestwood, IL 60445",99000.0,2.0,2.0,1000.0
726,"3303 Grove Ave Unit 405 Berwyn, IL 60402",135000.0,2.0,2.0,1000.0
727,"2165 N Heather Ln # 38C Palatine, IL 60074",160000.0,3.0,1.5,1000.0
728,"247 N Smith St Unit 3E Palatine, IL 60067",125000.0,2.0,1.5,1000.0
729,"5424 Mayflower Ct # 2504 Rolling Meadows, IL 60008",235000.0,2.0,1.5,1000.0
730,"155 N Harbor Dr Apt 504 Chicago, IL 60601",375000.0,1.0,1.5,1000.0
731,"2222 W Diversey Ave Apt 409 Chicago, IL 60647",255000.0,1.0,1.5,1000.0
732,"1230 N State Pkwy Apt 26D Chicago, IL 60610",357000.0,1.0,1.5,1000.0
733,"1122 N Dearborn St Apt 6E Chicago, IL 60610",493500.0,1.0,1.5,1000.0
734,"1046 W Catalpa Ave Apt 2W Chicago, IL 60640",170000.0,2.0,1.0,1000.0
735,"2956 N Halsted St Apt 2 Chicago, IL 60657",340500.0,2.0,1.0,1000.0
736,"2540 N Sacramento Ave Apt 1 Chicago, IL 60647",278000.0,2.0,1.0,1000.0
737,"4021 N Clarendon Ave Apt 3W Chicago, IL 60613",265200.0,2.0,1.0,1000.0
738,"1046 W Catalpa Ave Apt 2W Chicago, IL 60640",192000.0,2.0,1.0,1000.0
739,"636 W Waveland Ave Apt 2A Chicago, IL 60613",270000.0,2.0,1.0,1000.0
740,"2642 N Washtenaw Ave Apt 2 Chicago, IL 60647",285000.0,2.0,1.0,1000.0
741,"5313 N Delphia Ave Apt 314 Chicago, IL 60656",118000.0,2.0,1.0,1000.0
742,"2621 N California Ave # 1 Chicago, IL 60647",260000.0,2.0,1.0,1000.0
743,"8876 Golf Rd # 202B Des Plaines, IL 60016",106500.0,2.0,1.0,1000.0
744,"6007 N Sheridan Rd Apt 32H Chicago, IL 60660",180000.0,1.0,1.0,1000.0
745,"2801 N Oakley Ave Apt 203 Chicago, IL 60618",285000.0,1.0,1.0,1000.0
746,"1 E Schiller St Apt 6C Chicago, IL 60610",317500.0,1.0,1.0,1000.0
747,"801 S Plymouth Ct Apt 907 Chicago, IL 60605",246000.0,1.0,1.0,1000.0
748,"323 W Belden Ave Apt 2 Chicago, IL 60614",283000.0,1.0,1.0,1000.0
749,"431 S Dearborn St Apt 602 Chicago, IL 60605",205000.0,1.0,1.0,1000.0
750,"1000 W Washington Blvd Unit 432 Chicago, IL 60607",307000.0,1.0,1.0,1000.0
751,"5 W Central Rd Apt 212 Mt Prospect, IL 60056",172500.0,1.0,1.0,1000.0
752,"1307 S Wabash Ave Apt 608 Chicago, IL 60605",230000.0,1.0,1.0,1000.0
753,"3704 Monitor Dr Hanover Park, IL 60133",182000.0,3.0,2.0,993.0
754,"314 Silverwood Ct Apt B1 Schaumburg, IL 60193",156000.0,2.0,2.0,980.0
755,"1000 W 15th St Unit 235 Chicago, IL 60608",287000.0,2.0,2.0,980.0
756,"1335 N Greenview Ave Apt 2R Chicago, IL 60642",365000.0,2.0,2.0,978.0
757,"3727 N Wolcott Ave Unit 6 Chicago, IL 60613",258000.0,1.0,1.5,975.0
758,"2201 W Wabansia Ave Apt 16 Chicago, IL 60647",525000.0,1.0,1.0,975.0
759,"1250 S Indiana Ave Apt 211 Chicago, IL 60605",306000.0,2.0,1.5,968.0
760,"221 E Cullerton St Apt 610 Chicago, IL 60616",263000.0,1.0,1.0,968.0
761,"645 N Kingsbury St Apt 1704 Chicago, IL 60654",365000.0,2.0,1.5,966.0
762,"4057 W Belle Plaine Ave # G Chicago, IL 60641",130000.0,1.0,1.5,966.0
763,"512 N McClurg Ct Apt 3606 Chicago, IL 60611",345000.0,1.0,1.0,965.0
764,"6131 Kit Carson Dr Hanover Park, IL 60133",130000.0,2.0,1.0,956.0
765,"1453 Bear Flag Dr Hanover Park, IL 60133",119000.0,2.0,1.0,956.0
766,"1625 Garland Ln Hanover Park, IL 60133",165000.0,3.0,1.0,954.0
767,"4241 N Kimball Ave Apt 3 Chicago, IL 60618",182500.0,2.0,2.0,950.0
768,"3110 N Greenview Ave Apt 4W Chicago, IL 60657",375500.0,2.0,2.0,950.0
769,"1314 Main St Apt 2B Evanston, IL 60202",247500.0,2.0,2.0,950.0
770,"6265 Kit Carson Dr Hanover Park, IL 60133",135000.0,2.0,1.5,950.0
771,"6274 Kit Carson Dr Hanover Park, IL 60133",133000.0,2.0,1.5,950.0
772,"6277 Gold Cir Hanover Park, IL 60133",140000.0,2.0,1.5,950.0
773,"5701 N Sheridan Rd Apt 8B Chicago, IL 60660",135000.0,2.0,1.0,950.0
774,"1505 E Central Rd Unit 404A Arlington Heights, IL 60005",124500.0,1.0,1.0,950.0
775,"405 N Wabash Ave Unit 1402 Chicago, IL 60611",290000.0,1.0,1.0,950.0
776,"1151 W Washington Blvd Unit 122 Chicago, IL 60607",350000.0,1.0,1.0,950.0
777,"70 W Huron St Apt 1809 Chicago, IL 60654",315000.0,1.0,1.0,950.0
778,"512 N McClurg Ct Apt 3211 Chicago, IL 60611",300000.0,1.0,1.0,950.0
779,"899 S Plymouth Ct Apt 2508 Chicago, IL 60605",230000.0,1.0,1.0,950.0
780,"6037 Kit Carson Dr Hanover Park, IL 60133",139000.0,2.0,1.5,944.0
781,"6147 Kit Carson Dr Hanover Park, IL 60133",129000.0,2.0,1.5,944.0
782,"6028 Kit Carson Dr Hanover Park, IL 60133",127000.0,2.0,1.5,944.0
783,"1421 Fremont Dr Hanover Park, IL 60133",127500.0,2.0,1.5,944.0
784,"1305 Bamburg Ct Unit B Hanover Park, IL 60133",110000.0,2.0,1.0,943.0
785,"1295 Bamburg Ct Unit B Hanover Park, IL 60133",124000.0,2.0,1.0,943.0
786,"1400 Alpine Ct Unit B Hanover Park, IL 60133",109000.0,2.0,1.0,943.0
787,"1370 Alpine Ct Unit B Hanover Park, IL 60133",114500.0,2.0,1.0,943.0
788,"1355 Laguna Ct Unit B Hanover Park, IL 60133",101000.0,2.0,1.0,943.0
789,"1849 W Lunt Ave Apt 1A Chicago, IL 60626",170000.0,2.0,1.0,940.0
790,"535 N Michigan Ave Apt 2201 Chicago, IL 60611",240000.0,1.0,1.0,940.0
791,"15272 State St South Holland, IL 60473",39500.0,2.0,1.0,936.0
792,"5638 Pebblebeach Dr Hanover Park, IL 60133",110500.0,2.0,1.0,936.0
793,"1635 W Belmont Ave Apt 517 Chicago, IL 60657",300000.0,1.0,1.0,933.0
794,"2500 N Lakeview Ave Apt 1103 Chicago, IL 60614",280000.0,1.0,1.5,930.0
795,"1301 W Touhy Ave Apt 312 Park Ridge, IL 60068",153000.0,2.0,1.5,925.0
796,"6171 N Sheridan Rd Apt 2306 Chicago, IL 60660",127500.0,1.0,1.0,920.0
797,"2620 N Spaulding Ave Apt 1S Chicago, IL 60647",265000.0,2.0,1.0,918.0
798,"405 N Wabash Ave Unit 811 Chicago, IL 60611",372500.0,1.0,1.0,915.0
799,"210 S Desplaines St Apt 209 Chicago, IL 60661",319500.0,2.0,1.0,910.0
800,"70 W Huron St Apt 509 Chicago, IL 60654",275000.0,1.0,1.0,910.0
801,"7061 N Kedzie Ave Ste 905 Chicago, IL 60645",90000.0,1.0,1.0,905.0
802,"2800 N Greenview Ave Apt 3S Chicago, IL 60657",636000.0,3.0,2.0,900.0
803,"20 E Goethe St Apt 106 Chicago, IL 60610",210000.0,1.0,2.0,900.0
804,"3207 W Argyle St Apt 1W Chicago, IL 60625",168000.0,2.0,1.5,900.0
805,"1304 W Cornelia Ave # 2 Chicago, IL 60657",393000.0,2.0,1.5,900.0
806,"6301 N Sheridan Rd Apt 18V Chicago, IL 60660",142000.0,1.0,1.5,900.0
807,"700 W Van Buren St Apt 1305 Chicago, IL 60607",350000.0,1.0,1.5,900.0
808,"6253 N Greenview Ave Chicago, IL 60660",202500.0,2.0,1.0,900.0
809,"1743 N Cleveland Ave Apt 2R Chicago, IL 60614",1250000.0,2.0,1.0,900.0
810,"4655 N Spaulding Ave Apt 1 Chicago, IL 60625",175000.0,2.0,1.0,900.0
811,"1255 S State St Unit 1901 Chicago, IL 60605",320000.0,2.0,1.0,900.0
812,"221 E Cullerton St Apt 614 Chicago, IL 60616",263000.0,1.0,1.0,900.0
813,"2800 N Lake Shore Dr Apt 807 Chicago, IL 60657",210000.0,1.0,1.0,900.0
814,"1440 N Lake Shore Dr Apt 28G Chicago, IL 60610",300000.0,1.0,1.0,900.0
815,"220 S Oak Park Ave Apt 1 Oak Park, IL 60302",95000.0,1.0,1.0,900.0
816,"5916 N Paulina St Apt 2E Chicago, IL 60660",175000.0,1.0,1.0,900.0
817,"1528 S Wabash Ave # P-01 Chicago, IL 60605",244000.0,1.0,1.0,900.0
818,"4250 N Marine Dr Apt 526 Chicago, IL 60613",165000.0,1.0,1.0,900.0
819,"547 S Clark St Apt 404 Chicago, IL 60605",264000.0,1.0,1.0,900.0
820,"6274 Gold Cir Hanover Park, IL 60133",146000.0,2.0,2.0,898.0
821,"125 N Euclid Ave Apt 308 Oak Park, IL 60301",168500.0,1.0,1.0,895.0
822,"6940 W 65th St Apt 2A Chicago, IL 60638",89000.0,2.0,1.0,890.0
823,"1431 Bear Flag Dr # 1 Hanover Park, IL 60133",125000.0,2.0,1.0,889.0
824,"6026 Kit Carson Dr Hanover Park, IL 60133",125000.0,2.0,1.0,889.0
825,"3300 W Irving Park Rd Unit B2 Chicago, IL 60618",202000.0,1.0,1.0,887.0
826,"111 S Morgan St Apt 421 Chicago, IL 60607",365000.0,1.0,1.0,885.0
827,"9355 Irving Park Rd Apt 211 Schiller Park, IL 60176",90000.0,1.0,1.0,885.0
828,"182 W Lake St Apt 603 Chicago, IL 60601",289500.0,2.0,1.0,879.0
829,"6301 N Sheridan Rd Apt 23K Chicago, IL 60660",140000.0,1.0,1.5,875.0
830,"21 E Chestnut St Apt 19H Chicago, IL 60611",197000.0,1.0,1.0,875.0
831,"375 W Erie St Apt 323 Chicago, IL 60654",321000.0,1.0,1.0,875.0
832,"1253 W 109th St Chicago, IL 60643",30000.0,3.0,1.5,874.0
833,"2251 W Saint Paul Ave Apt 2AA Chicago, IL 60647",295000.0,1.0,1.0,867.0
834,"6135 N Broadway St Apt 200 Chicago, IL 60660",217000.0,1.0,1.5,865.0
835,"330 N Jefferson St Apt 1306 Chicago, IL 60661",323500.0,1.0,1.0,865.0
836,"510 W Erie St Apt 1108 Chicago, IL 60654",337500.0,1.0,1.5,860.0
837,"10510 Parkside Ave Apt 12 Chicago Ridge, IL 60415",60000.0,2.0,1.0,850.0
838,"1954 W Patterson Ave # 2 Chicago, IL 60613",195000.0,1.0,1.0,850.0
839,"5701 N Sheridan Rd Apt 7Q Chicago, IL 60660",180000.0,1.0,1.0,850.0
840,"1760 W Wrightwood Ave Apt 205 Chicago, IL 60614",290000.0,1.0,1.0,850.0
841,"1450 N Dearborn St Apt 3B Chicago, IL 60610",430000.0,1.0,1.0,850.0
842,"17004 Novak Dr Apt 203 Hazel Crest, IL 60429",27000.0,1.0,1.0,850.0
843,"33 W Delaware Pl Apt 19J Chicago, IL 60610",282500.0,1.0,1.0,850.0
844,"4832 N Talman Ave # 2D Chicago, IL 60625",190000.0,1.0,1.0,850.0
845,"10 E Ontario St Apt 4505 Chicago, IL 60611",325000.0,1.0,1.0,845.0
846,"520 W Huron St # PU-7 Chicago, IL 60654",288000.0,1.0,1.0,845.0
847,"910 N Lake Shore Dr Apt 1415 Chicago, IL 60611",272000.0,1.0,1.0,841.0
848,"655 W Irving Park Rd Apt 4512 Chicago, IL 60613",210000.0,2.0,1.0,840.0
849,"405 N Wabash Ave Unit 3508 Chicago, IL 60611",325000.0,1.0,1.0,840.0
850,"6171 N Sheridan Rd Apt 302 Chicago, IL 60660",111000.0,1.0,1.0,837.0
851,"1201 Court C Hanover Park, IL 60133",115000.0,2.0,1.0,833.0
852,"940 Holbrook Rd Apt 16B Homewood, IL 60430",21000.0,2.0,1.0,830.0
853,"5455 N Sheridan Rd Apt 3208 Chicago, IL 60640",175000.0,1.0,1.0,830.0
854,"500 S Clinton St # G009 Chicago, IL 60607",153000.0,1.0,1.0,828.0
855,"1872 N Clybourn Ave Apt 208 Chicago, IL 60614",250000.0,1.0,1.0,827.0
856,"8650 W Berwyn Ave Unit 2N Chicago, IL 60656",118000.0,2.0,1.0,825.0
857,"1854 N Lincoln Ave # G Chicago, IL 60614",225000.0,1.0,1.0,825.0
858,"400 E Randolph St Apt 1205 Chicago, IL 60601",352000.0,1.0,1.0,825.0
859,"850 N Dewitt Pl Apt 12D Chicago, IL 60611",223500.0,1.0,1.0,825.0
860,"2 E Erie St Apt 3707 Chicago, IL 60611",375000.0,1.0,1.0,824.0
861,"1749 N Wells St Apt 1411 Chicago, IL 60614",314500.0,1.0,1.0,823.0
862,"1749 N Wells St Apt 1603 Chicago, IL 60614",287000.0,1.0,1.0,823.0
863,"545 N Dearborn St # W2608 Chicago, IL 60654",317500.0,1.0,1.0,818.0
864,"655 W Irving Park Rd Apt 5506 Chicago, IL 60613",213500.0,1.0,1.0,816.0
865,"1918 S Michigan Ave Apt 204 Chicago, IL 60616",240000.0,1.0,1.0,815.0
866,"7146 S University Ave Chicago, IL 60619",5000.0,3.0,1.0,810.0
867,"5445 N Sheridan Rd Apt 3106 Chicago, IL 60640",185000.0,1.0,1.0,810.0
868,"182 W Lake St Apt 2502 Chicago, IL 60601",276500.0,1.0,1.0,810.0
869,"2041 W Potomac Ave # 2 Chicago, IL 60622",430000.0,2.0,2.0,800.0
870,"505 S Campbell Ave Apt 1 Chicago, IL 60612",117500.0,2.0,2.0,800.0
871,"2167 N Dogwood Ln Palatine, IL 60074",190000.0,2.0,1.5,800.0
872,"15718 Peggy Ln Apt 5 Oak Forest, IL 60452",60000.0,2.0,1.5,800.0
873,"4649 W 95th St # B Oak Lawn, IL 60453",81000.0,3.0,1.0,800.0
874,"2139 N Harlem Ave Rear 121 Chicago, IL 60707",159000.0,2.0,1.0,800.0
875,"1101 Harlem Ave Apt 202 Forest Park, IL 60130",100000.0,2.0,1.0,800.0
876,"1205 N Sterling Ave Apt 207 Palatine, IL 60067",71500.0,2.0,1.0,800.0
877,"4454 W Gunnison St # 2C Chicago, IL 60630",120000.0,2.0,1.0,800.0
878,"127 N Wolf Rd Apt 38A Wheeling, IL 60090",109000.0,2.0,1.0,800.0
879,"9561 Dee Rd # 109I Des Plaines, IL 60016",110000.0,2.0,1.0,800.0
880,"2735 W Armitage Ave Apt 105 Chicago, IL 60647",256000.0,1.0,1.0,800.0
881,"2400 Windsor Mall Apt 1D Park Ridge, IL 60068",115000.0,1.0,1.0,800.0
882,"1010 N Lake Shore Dr Chicago, IL 60611",225000.0,1.0,1.0,800.0
883,"700 W Van Buren St Apt 1108 Chicago, IL 60607",275000.0,1.0,1.0,800.0
884,"3900 N Lake Shore Dr Apt 20H Chicago, IL 60613",118500.0,1.0,1.0,800.0
