Address ,List_Price ,
"3624 213th Pl Matteson, IL 60443","$59,000 ",
"399 W Fullerton Pkwy # 8E Chicago, IL 60614","$87,030,000 ",
"3505 S Morgan St Apt 305 Chicago, IL 60609","$137,500 ",
"1 Sunnyslope Rd Palos Park, IL 60464","$213,500 ",
"10269 Hawthorne Dr Orland Park, IL 60462","$447,500 ",
"1627 Belleview Ave Westchester, IL 60154","$530,000 ",
"10044 Schiller Blvd Franklin Park, IL 60131","$325,000 ",
"5401 N Milwaukee Ave Apt 1B Chicago, IL 60630","$188,500 ",
"4936 N Orange Ave Norridge, IL 60706","$15,000 ",
"173 Abbeywood Cir Streamwood, IL 60107","$440,000 ",
"42 Sawgrass Dr Lemont, IL 60439","$305,000 ",
"6724 N Lawndale Ave Lincolnwood, IL 60712","$154,000 ",
"8727 W Bryn Mawr Ave Apt 702 Chicago, IL 60631","$590,000 ",
"2135 Camden Ln Hanover Park, IL 60133","$73,500 ",
"308 N Kenilworth Ave Oak Park, IL 60302","$620,000 ",
"529 Northport Dr Elk Grove Village, IL 60007","$585,000 ",
"5415 N Sheridan Rd Apt 1608 Chicago, IL 60640","$92,000 ",
"9530 S Damen Ave Chicago, IL 60643","$207,000 ",
"1365 Ashland Ave Apt 404 Des Plaines, IL 60016","$660,000 ",
"5104 N Tripp Ave Chicago, IL 60630","$423,000 ",
"11 N Summit Dr Schaumburg, IL 60194","$423,000 ",
"12607 S Moody Ave Palos Heights, IL 60463","$423,000 ",
"11348 S Emerald Ave Chicago, IL 60628","$255,000 ",
"404 Merrill Ave Calumet City, IL 60409","$132,000 ",
"12024 S Kildare Ave Apt 11 Alsip, IL 60803","$80,000 ",
"1911 Jamestown Cir # 3241 Hoffman Estates, IL 60169","$131,000 ",
"10511 S Spaulding Ave Chicago, IL 60655","$212,000 ",
"612 W Belden Ave Chicago, IL 60614","$148,000 ",
"1720 S Michigan Ave Apt 1609 Chicago, IL 60616","$470,000 ",
"1340 W Diversey Pkwy # 3 Chicago, IL 60614","$69,000 ",
"7819 S Paulina St # 1 Chicago, IL 60620","$123,000 ",
"7726 162nd Pl Tinley Park, IL 60477","$1,500,000 ",
"837 E Gardenia Ln Palatine, IL 60074","$40,000 ",
"3358 N Kildare Ave # 2N Chicago, IL 60641","$580,000 ",
"1830 S Sawyer Ave Chicago, IL 60623","$255,000 ",
"21 Kristin Dr Unit 807 Schaumburg, IL 60195","$112,500 ",
"3041 N Kedzie Ave Chicago, IL 60618","$300,000 ",
"1100 N Lake Shore Dr Apt 19C Chicago, IL 60611","$343,000 ",
"175 E Delaware Pl Apt 5218 Chicago, IL 60611","$277,500 ",
"9190 Del Prado Dr Apt 2N Palos Hills, IL 60465","$140,000 ",
"1049 Chatfield Rd Winnetka, IL 60093","$555,000 ",
"17 Graymoor Ln Olympia Fields, IL 60461","$585,000 ",
"12126 S Flambeau Dr Palos Heights, IL 60463","$218,000 ",
"5747 S California Ave Chicago, IL 60629","$165,000 ",
"384 S Wolf Rd Des Plaines, IL 60016","$115,000 ",
"4214 Devonshire Ct Northbrook, IL 60062","$190,000 ",
"13525 S Red Coat Dr Lemont, IL 60439","$446,500 ",
"9438 Keystone Ave Skokie, IL 60076","$30,695,500 ",
"1356 Northmoor Ct Northbrook, IL 60062","$150,000 ",
"967 W Dorset Ave Palatine, IL 60067","$180,000 ",
"1515 W Cullom Ave Apt 1 Chicago, IL 60613","$225,000 ",
"7912 S Kenwood Ave Chicago, IL 60619","$30,695,500 ",
"614 Bayview Pt Schaumburg, IL 60194","$125,500 ",
"5000 S Cornell Ave Apt 9A Chicago, IL 60615","$240,000 ",
"601 S Harvey Ave Oak Park, IL 60304","$319,000 ",
"130 E Hirsch Ave Northlake, IL 60164","$405,000 ",
"2788 Green Bridge Ct Unit V1 Schaumburg, IL 60194","$626,500 ",
"1139 N Latrobe Ave Chicago, IL 60651","$329,000 ",
"2620 W 98th Pl Evergreen Park, IL 60805","$250,000 ",
"1448 N Yale Ave Arlington Heights, IL 60004","$395,000 ",
"128 S Patton Ave Arlington Heights, IL 60005","$267,000 ",
"1843 N Paulina St Chicago, IL 60622","$133,000 ",
"1643 N Burling St Chicago, IL 60614","$300,000 ",
"450 W Briar Pl Apt 7E Chicago, IL 60657","$227,000 ",
"4427 N Menard Ave Chicago, IL 60630","$688,000 ",
"3137 W Wilson Ave Apt 1 Chicago, IL 60625","$1,150,000 ",
"2622 N Marmora Ave Chicago, IL 60639","$199,000 ",
"115 Prairie Park Dr Wheeling, IL 60090","$129,500 ",
"2960 Keystone Rd Northbrook, IL 60062","$67,000 ",
"3206 Hartzell St Evanston, IL 60201","$455,500 ",
"4030 N McVicker Ave Chicago, IL 60634","$77,000 ",
"28 Ruffled Feathers Dr Lemont, IL 60439","$300,000 ",
"10232 S Peoria St Chicago, IL 60643","$276,000 ",
"1403 N Althea Ln Mount Prospect, IL 60056","$635,000 ",
"3543 193rd St Lansing, IL 60438","$722,500 ",
"7214 S Avers Ave Chicago, IL 60629","$189,000 ",
"2101 S 57th Ct Cicero, IL 60804","$155,000 ",
"725 East St Lemont, IL 60439","$445,000 ",
"2980 Northampton Dr Apt A1 Rolling Meadows, IL 60008","$105,000 ",
"2121 Ivy Ridge Dr Hoffman Estates, IL 60192","$310,000 ",
"802 E Appletree Ln Arlington Heights, IL 60004","$900,000 ",
"100 Prairie Park Dr Wheeling, IL 60090","$587,500 ",
"1122 W Newport Ave Apt 2B Chicago, IL 60657","$1,530,000 ",
"777 N Michigan Ave Apt 801 Chicago, IL 60611","$115,000 ",
"235 W Van Buren St Chicago, IL 60607","$585,000 ",
"456 E 87th St Chicago, IL 60619","$175,500 ",
"6922 N Kenton Ave Lincolnwood, IL 60712","$550,000 ",
"3355 N Octavia Ave Chicago, IL 60634","$230,000 ",
"10736 Long Ave Oak Lawn, IL 60453","$217,500 ",
"495 W Newport Rd Hoffman Estates, IL 60169","$310,000 ",
"1113 N 9th Ave Maywood, IL 60153","$22,500 ",
"10746 S Whipple St Chicago, IL 60655","$2,992,500 ",
"7551 S Perry Ave Chicago, IL 60620","$457,000 ",
"8419 S Hamilton Ave Chicago, IL 60620","$225,000 ",
"701 Forum Sq Unit 203 Glenview, IL 60025","$380,000 ",
"7911 W Birchdale Ave Elmwood Park, IL 60707","$305,000 ",
"5744 N California Ave Chicago, IL 60659","$803,000 ",
"45 E 156th St South Holland, IL 60473","$319,000 ",
"5300 Carriageway Dr Apt 102 Rolling Meadows, IL 60008","$420,000 ",
"5325 W Belmont Ave Chicago, IL 60641","$721,000 ",
"1338 W Irving Park Rd # 1 Chicago, IL 60613","$264,000 ",
"3976 S Ellis Ave Apt Gn Chicago, IL 60653","$405,000 ",
"698 Scarbrough Cir Hoffman Estates, IL 60169","$6,000 ",
"10058 Meadow Ln Des Plaines, IL 60016","$176,000 ",
"4715 N Oconto Ave Harwood Heights, IL 60706","$152,500 ",
"1250 Rudolph Rd Apt 4J Northbrook, IL 60062","$45,000 ",
"2958 W Catalpa Ave Chicago, IL 60625","$262,000 ",
"1205 W New Britton Dr Hoffman Estates, IL 60192","$100,000 ",
"9111 Del Prado Dr Palos Hills, IL 60465","$420,000 ",
"4038 N Marmora Ave Chicago, IL 60634","$298,000 ",
"5347 W Melrose St Chicago, IL 60641","$190,000 ",
"2 E Oak St Apt 3203 Chicago, IL 60611","$585,000 ",
"1225 Newcastle Ln Hoffman Estates, IL 60169","$72,000 ",
"1400 Grantham Dr Schaumburg, IL 60193","$159,000 ",
"5937 Allemong Dr Matteson, IL 60443","$87,030,000 ",
"628 S Bristol Ln Arlington Heights, IL 60005","$238,000 ",
"4535 N Lowell Ave Chicago, IL 60630","$240,000 ",
"315 Nordica Ave Glenview, IL 60025","$70,000 ",
"510 Winnetka Ave Winnetka, IL 60093","$20,000 ",
"810 N Stratford Rd Arlington Heights, IL 60004","$190,000 ",
"1315 E 75th St Apt C Chicago, IL 60619","$325,000 ",
"16644 Grants Trl Orland Park, IL 60467","$383,000 ",
"3132 S 53rd Ave Cicero, IL 60804","$260,000 ",
"2310 S Saint Louis Ave # 2 Chicago, IL 60623","$171,000 ",
"447 N Spring Ave La Grange Park, IL 60526","$171,000 ",
"636 Bridgeview Pt Schaumburg, IL 60194","$171,000 ",
"424 Park Ave Apt 604 River Forest, IL 60305","$171,000 ",
"400 N La Salle Dr Apt 1205 Chicago, IL 60654","$213,000 ",
"1539 N 23rd Ave Melrose Park, IL 60160","$200,000 ",
"16836 Highview Ave Orland Hills, IL 60487","$319,000 ",
"10429 Lacrosse Ave Oak Lawn, IL 60453","$580,000 ",
"3836 W 86th Pl Chicago, IL 60652","$215,000 ",
"4960 N Marine Dr Apt 416 Chicago, IL 60640","$305,000 ",
"1832 Portsmouth Ave Westchester, IL 60154","$35,000 ",
"1556 Evers Ave Westchester, IL 60154","$364,000 ",
"2203 E 100th St Chicago, IL 60617","$155,000 ",
"11922 S 89th Ct Palos Park, IL 60464","$87,030,000 ",
"134 Waltham St Calumet City, IL 60409","$42,000 ",
"Chicago, IL 60630","$950,000 ",
"181 Willow Blvd # 1005A Willow Springs, IL 60480","$146,000 ",
"9356 Dunmurry Dr Orland Park, IL 60462","$680,000 ",
"331 S Ridgeland Ave Apt B Oak Park, IL 60302","$900,000 ",
"1534 Marengo Ave Forest Park, IL 60130","$340,000 ",
"725 Yorkshire Ln Des Plaines, IL 60016","$835,000 ",
"12313 S 91st Ave Palos Park, IL 60464","$499,000 ",
"830 N Dunton Ave Arlington Heights, IL 60004","$255,500 ",
"240 E Illinois St Apt 406 Chicago, IL 60611","$265,000 ",
"12527 S Harvard Ave Chicago, IL 60628","$72,000 ",
"7415 Tripp Ave Skokie, IL 60076","$550,000 ",
"2529 W Division St Chicago, IL 60622","$191,500 ",
"320 N 7th Ave Maywood, IL 60153","$430,000 ",
"507 N 7th Ave Maywood, IL 60153","$200,000 ",
"405 Augusta St Maywood, IL 60153","$865,000 ",
"3003 N Lowell Ave Chicago, IL 60641","$285,000 ",
"2323 W Pershing Rd Apt 203 Chicago, IL 60609","$230,000 ",
"4219 N Salem Dr Arlington Heights, IL 60004","$680,000 ",
"716 N Walden Dr Palatine, IL 60067","$275,000 ",
"5448 N Kildare Ave Chicago, IL 60630","$78,000 ",
"237 Washington Blvd Apt 3A Oak Park, IL 60302","$180,000 ",
"4304 N Milwaukee Ave Chicago, IL 60641","$191,000 ",
"411 W Ontario St Apt 325 Chicago, IL 60654","$405,000 ",
"4911 N Central Ave Apt 5 Chicago, IL 60630","$124,000 ",
"8 W Monroe St Apt 2000 Chicago, IL 60603","$260,000 ",
"16031 Pine Dr # 26-71 Tinley Park, IL 60477","$370,000 ",
"4936 N Lincoln Ave Apt 4N Chicago, IL 60625","$118,000 ",
"38 S Rohlwing Rd Palatine, IL 60074","$112,500 ",
"1530 S State St Apt 431 Chicago, IL 60605","$307,500 ",
"825 Redwood Ln Glenview, IL 60025","$230,000 ",
"9422 Bay Colony Dr Apt 3E Des Plaines, IL 60016","$33,000 ",
"11042 W 72nd St Indian Head Park, IL 60525","$207,500 ",
"3610 Briar Ln Hazel Crest, IL 60429","$330,000 ",
"2509 E 72nd St Chicago, IL 60649","$411,000 ",
"3246 Cuyler Ave Berwyn, IL 60402","$400,000 ",
"400 Ashwood Dr Schaumburg, IL 60193","$119,500 ",
"7344 S Yale Ave Chicago, IL 60621","$32,500 ",
"1735 Pinehurst Ln Flossmoor, IL 60422","$450,000 ",
"3112 N Nagle Ave Chicago, IL 60634","$500,000 ",
"7913 S Avalon Ave Chicago, IL 60619","$200,000 ",
"6028 S Archer Rd Apt 7 Summit, IL 60501","$117,000 ",
"4152 W Nelson St Chicago, IL 60641","$92,000 ",
"1300 Rice St Melrose Park, IL 60160","$204,000 ",
"1600 S Indiana Ave Unit 606 Chicago, IL 60616","$125,000 ",
"814 E Woodfield Rd # C100 Schaumburg, IL 60173","$271,000 ",
"1571 Hillcrest Ave Hanover Park, IL 60133","$145,000 ",
"249 N Linden Ave Palatine, IL 60074","$245,000 ",
"635 Birchwood Ave Des Plaines, IL 60018","$267,000 ",
"3541 N Paris Ave Chicago, IL 60634","$235,000 ",
"2630 N 74th Ct Elmwood Park, IL 60707","$502,500 ",
"2401 S 12th Ave Broadview, IL 60155","$675,000 ",
"1337 E Thacker St Schaumburg, IL 60173","$629,000 ",
"213 Apple Hill Ln Streamwood, IL 60107","$400,000 ",
"5632 W 99th St Oak Lawn, IL 60453","$380,000 ",
"142 W Swann St Chicago, IL 60609","$330,000 ",
"10951 S Avenue D Chicago, IL 60617","$425,000 ",
"2633 Somerset Dr Westchester, IL 60154","$55,000 ",
"740 S Federal St Apt 1003 Chicago, IL 60605","$127,500 ",
"3808 Wesley Ave Berwyn, IL 60402","$220,000 ",
"2555 W Pope John Paul II Dr Chicago, IL 60632","$10,250,000 ",
"2557 W Pope John Paul II Dr Chicago, IL 60632","$10,250,000 ",
"1945 N 77th Ct Elmwood Park, IL 60707","$10,250,000 ",
"10349 S Green St Chicago, IL 60643","$10,250,000 ",
"10409 Sheffield Dr Apt 1N Palos Hills, IL 60465","$10,250,000 ",
"1809 Clarence Ave Berwyn, IL 60402","$10,250,000 ",
"11 N Schoenbeck Rd Prospect Heights, IL 60070","$10,250,000 ",
"739 W Buckingham Pl Chicago, IL 60657","$10,250,000 ",
"1440 N Lake Shore Dr Apt 28E Chicago, IL 60610","$10,250,000 ",
"5048 W Grace St Chicago, IL 60641","$215,000 ",
"6115 W Addison St Chicago, IL 60634","$240,000 ",
"2325 S Cedar Glen Dr Arlington Heights, IL 60005","$250,000 ",
"17012 Steeplechase Pkwy Orland Park, IL 60467","$10,250,000 ",
"1923 N Richmond St Chicago, IL 60647","$202,000 ",
"7625 S Green St Chicago, IL 60620","$124,000 ",
"3862 Marilyn Dr Richton Park, IL 60471","$270,000 ",
"5854 S Newcastle Ave Chicago, IL 60638","$162,000 ",
"431 Abbington Pl Schaumburg, IL 60194","$225,000 ",
"808 S 15th Ave Maywood, IL 60153","$770,000 ",
"Chicago, IL 60643","$315,000 ",
"10824 S Peoria St Chicago, IL 60643","$121,000 ",
"389 E 164th St Harvey, IL 60426","$56,500 ",
"6914 W North Ave Chicago, IL 60707","$321,000 ",
"5729 Victoria Dr Oak Forest, IL 60452","$407,000 ",
"10809 Mason Ave Chicago Ridge, IL 60415","$287,000 ",
"2606 W Ainslie St Chicago, IL 60625","$218,000 ",
"3150 N Lake Shore Dr Apt 30F Chicago, IL 60657","$23,000 ",
"6400 N Cicero Ave Apt 412 Lincolnwood, IL 60712","$585,000 ",
"1173 Asbury Ave Winnetka, IL 60093","$227,500 ",
"232 N Illinois Ave Glenwood, IL 60425","$182,500 ",
"6 Lahinch Dr Lemont, IL 60439","$257,000 ",
"1261 Country Ln Northbrook, IL 60062","$267,000 ",
"10835 Kathleen Ct Apt C Palos Hills, IL 60465","$385,000 ",
"12316 S 82nd Ave Palos Park, IL 60464","$545,000 ",
"5343 N Central Ave Chicago, IL 60630","$495,000 ",
"394 Jefferson Ave Glencoe, IL 60022","$180,000 ",
"1020 Elm St Winnetka, IL 60093","$230,000 ",
"108 Santa Fe Ln Willow Springs, IL 60480","$69,500 ",
"10105 S Fairfield Ave Chicago, IL 60655","$80,000 ",
"809 Home Ave Oak Park, IL 60304","$585,000 ",
"1218 W Kelly St Arlington Heights, IL 60004","$25,000 ",
"1925 W Chicago Ave Apt 4 Chicago, IL 60622","$390,000 ",
"309 E Haven St Arlington Heights, IL 60005","$147,000 ",
"9224 Parkside Ave Oak Lawn, IL 60453","$2,775,000 ",
"11630 S Wallace St Chicago, IL 60628","$2,775,000 ",
"5519 N Odell Ave Chicago, IL 60656","$2,775,000 ",
"5644 N Nagle Ave Chicago, IL 60646","$925,000 ",
"14738 Hamlin Ave Midlothian, IL 60445","$635,000 ",
"4122 Bristol Ct Northbrook, IL 60062","$243,000 ",
"2145 Sycamore Ave Hanover Park, IL 60133","$181,000 ",
"2105 Harvey Ave Berwyn, IL 60402","$134,500 ",
"8413 44th Pl Lyons, IL 60534","$560,000 ",
"3318 N Plainfield Ave Chicago, IL 60634","$65,000 ",
"9312 Jefferson Ave Brookfield, IL 60513","$250,000 ",
"10113 Parke Ave Oak Lawn, IL 60453","$248,000 ",
"415 Grayfriars Ln Inverness, IL 60067","$290,000 ",
"3005 Starling Ln Rolling Meadows, IL 60008","$132,000 ",
"432 Skokie Blvd Wilmette, IL 60091","$180,000 ",
"1000 N State St Chicago, IL 60610","$110,000 ",
"4603 N Racine Ave Apt 202 Chicago, IL 60640","$152,000 ",
"1717 S Prairie Ave Apt 2007 Chicago, IL 60616","$290,000 ",
"8331 Kolmar Ave Skokie, IL 60076","$765,000 ",
"1727 W Touhy Ave Apt 3 Chicago, IL 60626","$509,000 ",
"6134 N Damen Ave Apt 3B Chicago, IL 60659","$440,000 ",
"2026 S 4th Ave Maywood, IL 60153","$335,000 ",
"1800 Ridge Ave Unit 105 Evanston, IL 60201","$164,000 ",
"2834 Highland Ave # 2 Berwyn, IL 60402","$315,000 ",
"105 Narragansett Ct Morton Grove, IL 60053","$113,000 ",
"1580 Sherman Ave Apt 1007 Evanston, IL 60201","$436,500 ",
"3007 W Fulton St Chicago, IL 60612","$345,000 ",
"5610 S Christiana Ave Chicago, IL 60629","$230,000 ",
"4321 N Ozanam Ave Norridge, IL 60706","$378,000 ",
"4158 W Congress Pkwy # 1 Chicago, IL 60624","$433,000 ",
"3618 Rosemear Ave Brookfield, IL 60513","$480,000 ",
"3922 Prairie Ave Brookfield, IL 60513","$712,000 ",
"341 Amherst Ave Des Plaines, IL 60016","$320,000 ",
"10648 S Green St Chicago, IL 60643","$149,000 ",
"4328 N Ridgeway Ave Chicago, IL 60618","$130,000 ",
"5588 N Lincoln Ave Apt 510 Chicago, IL 60625","$355,000 ",
"4103 N Kostner Ave Chicago, IL 60641","$250,000 ",
"1052 Fulton Dr Streamwood, IL 60107","$110,000 ",
"8717 S Marquette Ave Chicago, IL 60617","$400,000 ",
"2176 Brentwood Rd Northbrook, IL 60062","$47,500 ",
"603 N Ridgeway Ave Chicago, IL 60624","$102,000 ",
"2704 N Lakeview Ave Chicago, IL 60614","$351,000 ",
"11447 Foxwoods Dr Oak Lawn, IL 60453","$246,000 ",
"2323 W Pershing Rd Apt 417 Chicago, IL 60609","$229,000 ",
"8 Tyler Ct Unit A Streamwood, IL 60107","$65,000 ",
"3818 S Wolcott Ave Chicago, IL 60609","$980,000 ",
"2328 N Leavitt St Chicago, IL 60647","$636,000 ",
"10122 S Saint Lawrence Ave Chicago, IL 60628","$81,000 ",
"738 Forest Ave Oak Park, IL 60302","$1,300,000 ",
"4141 N Kedzie Ave Apt 204 Chicago, IL 60618","$1,398,000 ",
"2040 N Spaulding Ave Apt 2N Chicago, IL 60647","$129,000 ",
"226 N Clinton St Apt 716 Chicago, IL 60661","$185,000 ",
"7958 W Belmont Ave Chicago, IL 60634","$185,000 ",
"706 N Main St Mount Prospect, IL 60056","$192,500 ",
"4032 Gunderson Ave Stickney, IL 60402","$104,000 ",
"17843 Maryland Ct Orland Park, IL 60467","$457,000 ",
"1252 W Illinois Ave Palatine, IL 60067","$475,000 ",
"5485 Adeline Pl Oak Forest, IL 60452","$745,000 ",
"309 S Northwest Hwy Unit 3 Park Ridge, IL 60068","$264,000 ",
"4441 Trailside Ct Hoffman Estates, IL 60192","$175,000 ",
"1656 N Natoma Ave Chicago, IL 60707","$95,000 ",
"641 W Sunset Dr Glenwood, IL 60425","$79,500 ",
"401 N Wabash Ave Unit 59B Chicago, IL 60611","$430,000 ",
"3412 N Tripp Ave Chicago, IL 60641","$167,500 ",
"9822 S Utica Ave Evergreen Park, IL 60805","$515,000 ",
"2353 W Belden Ave Apt 2S Chicago, IL 60647","$139,000 ",
"1807 W Ohio St Chicago, IL 60622","$180,500 ",
"1515 N Wood St Chicago, IL 60622","$375,000 ",
"8851 N Ozanam Ave Niles, IL 60714","$164,000 ",
"920 W Waveland Ave # 3 Chicago, IL 60613","$62,000 ",
"7901 S Avalon Ave Chicago, IL 60619","$121,000 ",
"1551 Ashland Ave Apt 201 Des Plaines, IL 60016","$1,000,000 ",
"1322 S Prairie Ave Unit 1205 Chicago, IL 60605","$396,000 ",
"348 E 90th Pl Chicago, IL 60619","$282,000 ",
"7902 W 77th St Bridgeview, IL 60455","$665,000 ",
"4109 W 100th St Oak Lawn, IL 60453","$380,000 ",
"8602 S Exchange Ave Chicago, IL 60617","$599,000 ",
"2525 W Cortland St Chicago, IL 60647","$63,000 ",
"4635 S Keeler Ave Chicago, IL 60632","$30,000 ",
"10813 Chaucer Dr Willow Springs, IL 60480","$125,000 ",
"2509 S 2nd Ave North Riverside, IL 60546","$159,000 ",
"8225 Niles Center Rd Apt 409 Skokie, IL 60077","$430,000 ",
"333 S Royal Ct Palatine, IL 60067","$140,000 ",
"3314 Church St Evanston, IL 60203","$90,000 ",
"1518 Laverne Ave Park Ridge, IL 60068","$399,000 ",
"2318 N Greenview Ave Chicago, IL 60614","$143,000 ",
"420 E Waterside Dr Unit 4214 Chicago, IL 60601","$140,000 ",
"1423 S 57th Ct Cicero, IL 60804","$835,000 ",
"21316 Megan Ct Matteson, IL 60443","$835,000 ",
"11936 Cannon Rd Orland Park, IL 60467","$835,000 ",
"7935 Central Ave Burbank, IL 60459","$55,000 ",
"2122 Evans Rd Flossmoor, IL 60422","$219,000 ",
"1758 Hawthorne Ter Des Plaines, IL 60016","$135,000 ",
"1905 Poplar Ave Hanover Park, IL 60133","$218,000 ",
"6428 N Fairfield Ave Unit 1W Chicago, IL 60645","$1,100,000 ",
"419 S Ojibwa Trl Mount Prospect, IL 60056","$120,000 ",
"16332 67th Ct Tinley Park, IL 60477","$10,250,000 ",
"8627 S Colfax Ave Chicago, IL 60617","$389,500 ",
"10963 S Homewood Ave Chicago, IL 60643","$182,000 ",
"3256 N Oconto Ave Chicago, IL 60634","$165,000 ",
"5940 S Kilbourn Ave Chicago, IL 60629","$365,000 ",
"7311 N Kostner Ave Lincolnwood, IL 60712","$250,000 ",
"214 Avondale Dr Palatine, IL 60067","$6,000 ",
"4255 N Knox Ave Chicago, IL 60641","$595,000 ",
"100 N Hermitage Ave Unit 613 Chicago, IL 60612","$310,000 ",
"2100 Park St Rolling Meadows, IL 60008","$65,500 ",
"1700 N 74th Ave Elmwood Park, IL 60707","$200,000 ",
"8026 S Drexel Ave Chicago, IL 60619","$72,500 ",
"6819 N Lakewood Ave Apt 2W Chicago, IL 60626","$56,500 ",
"1107 Clark Ln Des Plaines, IL 60016","$310,000 ",
"7950 Glenfield Ave Tinley Park, IL 60487","$254,000 ",
"19010 Willow Ave Country Club Hills, IL 60478","$130,000 ",
"2306 Josephine Ct Palatine, IL 60067","$76,000 ",
"5052 N Wolcott Ave Chicago, IL 60640","$67,000 ",
"2208 Romm Ct Schaumburg, IL 60194","$40,000 ",
"9360 Skokie Blvd Unit 217 Skokie, IL 60077","$71,000 ",
"1849 N Natchez Ave Chicago, IL 60707","$300,000 ",
"33 Rockford Ave Apt 3CW Forest Park, IL 60130","$248,000 ",
"3704 Dove St Rolling Meadows, IL 60008","$1,500,000 ",
"1332 Prospect Ave Des Plaines, IL 60018","$244,000 ",
"526 Cordial Dr Des Plaines, IL 60018","$148,000 ",
"5044 W Argyle St Chicago, IL 60630","$217,500 ",
"1140 Noyes St Evanston, IL 60201","$310,000 ",
"1736 McLean Ct Glenview, IL 60025","$410,000 ",
"1158 Foxglove Ln # 5C Palatine, IL 60074","$147,500 ",
"2153 W Bowler St Chicago, IL 60612","$125,000 ",
"33 S Brainard Ave La Grange, IL 60525","$265,000 ",
"3150 N Lake Shore Dr Apt 7F Chicago, IL 60657","$590,000 ",
"40 E 9th St Apt 611 Chicago, IL 60605","$199,000 ",
"6122 S Meade Ave Chicago, IL 60638","$520,000 ",
"2517 207th St Olympia Fields, IL 60461","$45,000 ",
"1510 S 49th Ave Cicero, IL 60804","$225,000 ",
"212 S Brainard Ave La Grange, IL 60525","$185,000 ",
"9345 S Avalon Ave Chicago, IL 60619","$258,000 ",
"190 N Milwaukee Ave Apt 403 Wheeling, IL 60090","$182,000 ",
"2842 W Chase Ave Chicago, IL 60645","$201,500 ",
"1524 Willow Rd Schaumburg, IL 60173","$525,000 ",
"6164 N Winthrop Ave Apt 3N Chicago, IL 60660","$167,000 ",
"3518 S 61st Ave Cicero, IL 60804","$189,000 ",
"4146 Ellington Ave Western Springs, IL 60558","$135,000 ",
"204 S Cliff St Willow Springs, IL 60480","$425,000 ",
"3701 Madison Ave Brookfield, IL 60513","$895,000 ",
"1029 South Blvd Evanston, IL 60202","$1,300,000 ",
"1212 Briarwood Ln Northbrook, IL 60062","$237,000 ",
"1075 Hassell Rd Hoffman Estates, IL 60169","$120,000 ",
"1405 Yale Ln Schaumburg, IL 60193","$385,000 ",
"357 Minocqua St Park Forest, IL 60466","$127,500 ",
"2810 Mill Creek Ln Rolling Meadows, IL 60008","$225,000 ",
"2510 N Forrest Ln Arlington Heights, IL 60004","$57,000 ",
"257 Dover Dr Apt D Des Plaines, IL 60018","$550,000 ",
"315 Des Plaines Ave Apt 506 Forest Park, IL 60130","$550,000 ",
"10716 S Langley Ave Chicago, IL 60628","$550,000 ",
"2753 W Melrose St # 1 Chicago, IL 60618","$295,000 ",
"13103 Red Dr Lemont, IL 60439","$284,000 ",
"11702 S Oakley Ave Chicago, IL 60643","$284,000 ",
"3615 Grove St Skokie, IL 60076","$480,000 ",
"10044 S Bell Ave Chicago, IL 60643","$238,000 ",
"5126 Arrowhead Trce Oak Forest, IL 60452","$240,000 ",
"1909 S Crescent Ave Park Ridge, IL 60068","$615,000 ",
"1641 Robin Ln Glenview, IL 60025","$180,000 ",
"8557 Kedvale Ave Skokie, IL 60076","$102,000 ",
"2932 S Lowe Ave Chicago, IL 60616","$462,000 ",
"1220 Allison Ln Schaumburg, IL 60194","$278,000 ",
"927 E 148th St Dolton, IL 60419","$133,500 ",
"6426 S Sangamon St Chicago, IL 60621","$386,000 ",
"1143 E 50th St Apt 3N Chicago, IL 60615","$305,000 ",
"100 E Walton St Apt 31E Chicago, IL 60611","$315,000 ",
"1129 Pitner Ave Evanston, IL 60202","$312,000 ",
"1122 W Wing St Arlington Heights, IL 60005","$700,000 ",
"3838 N Kenmore Ave Chicago, IL 60613","$320,000 ",
"628 Laramie Ave Wilmette, IL 60091","$341,000 ",
"4338 W Augusta Blvd Chicago, IL 60651","$340,000 ",
"6228 W 91st St Oak Lawn, IL 60453","$300,000 ",
"8356 S Buffalo Ave # 1 Chicago, IL 60617","$835,000 ",
"5248 N Olcott Ave Chicago, IL 60656","$2,469,000 ",
"403 E North Water St Chicago, IL 60611","$276,000 ",
"1114 Oak Ln Western Springs, IL 60558","$55,000 ",
"5816 Laurel Ave La Grange Highlands, IL 60525","$119,000 ",
"1901 S Calumet Ave Unit 1012 Chicago, IL 60616","$175,000 ",
"8 Taft Ct # A Streamwood, IL 60107","$179,000 ",
"13 Quindel Ave Schaumburg, IL 60193","$319,000 ",
"6945 Hickory St Hanover Park, IL 60133","$319,000 ",
"413 N Marion St Oak Park, IL 60302","$302,000 ",
"4243 Linden Tree Ln Glenview, IL 60026","$302,000 ",
"800 Elgin Rd Apt 813 Evanston, IL 60201","$310,000 ",
"1100 Elder Rd Homewood, IL 60430","$203,000 ",
"11007 W Roosevelt Rd Westchester, IL 60154","$34,500 ",
"8 North Pkwy Prospect Heights, IL 60070","$785,000 ",
"1636 N Claremont Ave Chicago, IL 60647","$321,500 ",
"419 Wisconsin Ave Apt 1W Oak Park, IL 60302","$155,000 ",
"21240 Kildare Ave Matteson, IL 60443","$173,000 ",
"8302 Christiana Ave # 1 Skokie, IL 60076","$167,500 ",
