Address,List_Price ,beds,baths,sq_ft
"2740 E Woodbury Dr Arlington Heights, IL 60004","$549,800 ",4,2.5,"2,750"
"120 Willow Rd Wheeling, IL 60090","$463,500 ",4,2.5,"2,561"
"848 W Gunnison St # 35 Chicago, IL 60640","$184,900 ",1,1,900
"3409 N Troy St Chicago, IL 60618","$625,000 ",4,3.5,"3,800"
"10634 S Aberdeen St Chicago, IL 60643","$125,000 ",4,2,"1,650"
"7406 N Oketo Ave Chicago, IL 60631","$414,900 ",5,3,"2,475"
"2317 N Merrimac Ave Chicago, IL 60639","$299,999 ",3,2,2
"32 Aegina Dr Tinley Park, IL 60477","$199,900 ",3,2.5,"1,872"
"1734 W 103rd St Chicago, IL 60643","$387,500 ",4,2.5,"2,731"
"1100 W Adams St Unit 2N Chicago, IL 60607","$1,200,000 ",3,3,"1,955"
"617 Freeland Ave Calumet City, IL 60409","$174,900 ",4,3,"1,268"
"1445 N Harlem Ave Apt A Oak Park, IL 60302","$215,000 ",2,1.5,"1,004"
"11200 S Oak Park Ave Worth, IL 60482","$60,000 ",,,
"57 Pheasant Rd Matteson, IL 60443","$125,000 ",3,2,"1,391"
"164 Monee Rd Park Forest, IL 60466","$39,900 ",3,1,"1,092"
"3 Loblolly Ct Lemont, IL 60439","$634,900 ",5,4.5,"5,000"
"604 N Maple St Prospect Heights, IL 60070","$449,000 ",4,3.5,"2,705"
"8996 Kennedy Dr Apt 1F Des Plaines, IL 60016","$99,900 ",1,1,697
"6630 S Brainard Ave Apt 207 Countryside, IL 60525","$119,000 ",2,2,900
"1493 N Winslowe Dr Apt 103 Palatine, IL 60074","$103,900 ",2,1.5,1.5
"14613 Kildare Ave Midlothian, IL 60445","$174,900 ",4,1,"1,800"
"2414 West St River Grove, IL 60171","$212,500 ",4,1.5,"1,443"
"7751 S Spaulding Ave Chicago, IL 60652","$165,000 ",2,1,840
"3903 Forest Ave Western Springs, IL 60558","$819,000 ",5,5.5,"4,007"
"32 E Lyndale Ave Northlake, IL 60164","$256,000 ",4,2,"1,797"
"1209 Garden Ct Prospect Heights, IL 60070","$349,900 ",4,2.5,"2,231"
"6006 W Grace St Chicago, IL 60634","$349,000 ",6,3,"1,414"
"14315 Dante Ave Dolton, IL 60419","$137,900 ",3,2,"1,300"
"122 S Home Ave Park Ridge, IL 60068","$439,900 ",4,2.5,"1,850"
"1331 Good Ave Park Ridge, IL 60068","$385,000 ",3,2,"1,900"
"1638 Gardner Rd Westchester, IL 60154","$239,000 ",3,2,"1,700"
"1379 Price Ave Calumet City, IL 60409","$74,900 ",2,1,"1,474"
"15826 Lexington Ave Harvey, IL 60426","$24,900 ",3,1,706
"3731 N Oconto Ave Chicago, IL 60634","$394,000 ",4,2,"2,000"
"321 Onarga St Park Forest, IL 60466","$69,000 ",2,1,949
"3336 Arthur Ave Brookfield, IL 60513","$354,900 ",3,2,"1,404"
"200 E Delaware Pl Apt 24A Chicago, IL 60611","$1,249,000 ",2,3,"2,200"
"1608 W Johanna Ter Arlington Heights, IL 60005","$289,000 ",3,2,"1,139"
"500 Paris Ln Hoffman Estates, IL 60169","$315,000 ",4,2.5,"2,080"
"290 Homewood Ct Chicago Heights, IL 60411","$134,900 ",3,1.5,"1,633"
"56 Romiga Ln Palos Park, IL 60464","$799,900 ",4,4.5,"6,900"
"6006 159th St # 8A Oak Forest, IL 60452","$39,000 ",,,
"411 N Dwyer Ave Arlington Heights, IL 60005","$239,900 ",2,1,696
"621 S Lombard Ave Oak Park, IL 60304","$643,000 ",4,,
"33 W Ontario St Apt 17H Chicago, IL 60654","$479,000 ",2,2,"1,200"
"1224 W Wrightwood Ave Chicago, IL 60614","$1,149,000 ",8,,
"713 S Spring Ave La Grange, IL 60525","$479,900 ",3,1.5,"1,477"
"9702 Oak Park Ave Chicago Ridge, IL 60415","$219,900 ",3,1,1
"15723 Ellis Ave Dolton, IL 60419","$153,900 ",4,2,"1,156"
"425 W Dickens Ave Apt C Chicago, IL 60614","$1,299,000 ",3,3.5,"3,080"
"2046 W Arthur Ave Apt 1 Chicago, IL 60645","$224,000 ",2,2,"1,400"
"2109 E Old Hicks Rd Palatine, IL 60074","$200,000 ",3,2,"1,075"
"9317 Ogden Ave Brookfield, IL 60513","$179,500 ",,,
"1421 Sherman Ave Apt 404 Evanston, IL 60201","$299,900 ",2,2,"1,275"
"1856 N Howe St Chicago, IL 60614","$1,699,900 ",3,3.5,"3,200"
"18841 Carson Dr Homewood, IL 60430","$169,000 ",3,1.5,"1,297"
"3031 Lawrence Cres Flossmoor, IL 60422","$249,900 ",4,3.5,"2,870"
"2939 Bob O Link Rd Flossmoor, IL 60422","$259,000 ",4,2.5,"2,853"
"2249 Willow Rd Homewood, IL 60430","$117,900 ",2,1.5,1.5
"228 S Waiola Ave La Grange, IL 60525","$1,350,000 ",5,5.5,"5,200"
"15 Ruffled Feathers Dr Lemont, IL 60439","$215,000 ",,,
"7639 N Eastlake Ter Apt 2E Chicago, IL 60626","$235,000 ",2,1,1
"1636 N Wells St Apt 2701 Chicago, IL 60614","$410,000 ",2,2,"1,100"
"17046 Chicago Ave Lansing, IL 60438","$57,975 ",2,1,931
"5112 W North Ave Chicago, IL 60639","$150,000 ",,,
"640 E 50th St # 3W Chicago, IL 60615","$225,000 ",3,2,"1,700"
"222 E Pearson St Apt 1901 Chicago, IL 60611","$499,900 ",2,2,"1,250"
"502 W Huntington Commons Rd Apt 138 Mount Prospect, IL 60056","$179,000 ",2,2,"1,100"
"978 E Lilac Dr Palatine, IL 60074","$229,700 ",3,1,962
"6217 N Nagle Ave Chicago, IL 60646","$239,900 ",3,1,"1,070"
"1307 W Schubert Ave Chicago, IL 60614","$1,199,000 ",5,3.5,3.5
"3624 S Calumet Ave # 1 Chicago, IL 60653","$127,900 ",2,2,"1,000"
"9717 S Lowe Ave Chicago, IL 60628","$137,000 ",3,1,"3,750"
"1120 W Talcott Rd Park Ridge, IL 60068","$449,000 ",3,2,"1,450"
"4605 W 89th Pl Hometown, IL 60456","$139,500 ",3,1,968
"91 Santa Fe Ct Willow Springs, IL 60480","$319,993 ",2,3.5,3.5
"717 Chicago Rd Chicago Heights, IL 60411","$69,900 ",4,3,3
"1207 S Old Wilke Rd Apt 306 Arlington Heights, IL 60005","$95,000 ",1,1,950
"5234 W 25th Pl Cicero, IL 60804","$99,000 ",3,3,"1,353"
"906 N Beverly Ln Arlington Heights, IL 60004","$798,000 ",4,2.5,"2,917"
"8010 Iroquois Trce Tinley Park, IL 60477","$399,000 ",5,3,"3,360"
"3024 W Bloomingdale Ave Chicago, IL 60647","$890,000 ",,,
"2808 W Barry Ave # 2E Chicago, IL 60618","$149,900 ",1,1,1
"8000 S Winchester Ave Chicago, IL 60620","$95,000 ",4,1.5,884
"222 N Columbus Dr Apt 509 Chicago, IL 60601","$435,000 ",2,2,"1,500"
"57 E 147th St Harvey, IL 60426","$69,900 ",3,1,"1,008"
"3160 N Clark St Chicago, IL 60657","$100,000 ",,,
"514 Austin Ave Park Ridge, IL 60068","$649,999 ",4,2.5,"2,500"
"474 N Lake Shore Dr Apt 5511 Chicago, IL 60611","$260,000 ",,1,650
"7719 S Honore St Chicago, IL 60620","$195,499 ",5,3,"2,500"
"8612 S Manistee Ave # 1 Chicago, IL 60617","$134,900 ",4,2,"1,832"
"1115 E Mayfair Rd Arlington Heights, IL 60004","$700,000 ",4,3.5,"3,000"
"5859 Allemong Dr Matteson, IL 60443","$117,500 ",3,1.5,1.5
"6838 S South Shore Dr Apt 3 Chicago, IL 60649","$87,500 ",3,2.5,2.5
"6162 Heron Dr Oak Forest, IL 60452","$225,000 ",4,2.5,"2,232"
"3718 N Kenmore Ave # 101 Chicago, IL 60613","$749,000 ",4,2.5,2.5
"1501 N State Pkwy Apt 16C Chicago, IL 60610","$599,900 ",2,2,"1,800"
"240 E Illinois St Apt 2211 Chicago, IL 60611","$830,000 ",2,2,"1,473"
"9111 W 121st St Palos Park, IL 60464","$525,000 ",4,4,"3,846"
"4118 Picardy Dr Northbrook, IL 60062","$310,000 ",2,2.5,"1,483"
"1242 Franklin Ave Chicago Heights, IL 60411","$115,000 ",2,1.5,"1,268"
"2733 N Elm Ln Arlington Heights, IL 60004","$799,000 ",4,4,"4,167"
"585 Windsor Rd Inverness, IL 60067","$1,750,000 ",5,6,"8,464"
"6031 N Kilpatrick Ave Chicago, IL 60646","$424,900 ",3,2.5,"1,565"
"426 S 15th Ave Maywood, IL 60153","$209,000 ",6,3,"2,662"
"211 E Ohio St Apt 1617 Chicago, IL 60611","$229,500 ",1,1,700
"11543 S Justine St Chicago, IL 60643","$134,000 ",3,1.5,"3,750"
"8211 W Knollwood Dr Palos Park, IL 60464","$429,900 ",3,2.5,"2,992"
"306 45th Ave Northlake, IL 60164","$172,900 ",4,2,"1,688"
"2232 Techny Rd Northbrook, IL 60062","$382,500 ",3,2,2
"1679 Dublin Ct Inverness, IL 60067","$1,700,000 ",6,4.5,"7,384"
"602 S Fairview Ave Park Ridge, IL 60068","$1,249,000 ",6,5,"6,143"
"514 Ashbury Ln Lemont, IL 60439","$375,000 ",3,3.5,"2,164"
"3119 Dell Pl Glenview, IL 60025","$574,900 ",4,3,"3,075"
"2440 Illinois Rd Northbrook, IL 60062","$1,095,000 ",5,4.5,"3,659"
"12314 S Normal Ave Chicago, IL 60628","$45,888 ",3,1,978
"204 E Beech Dr Schaumburg, IL 60193","$419,900 ",4,2.5,"2,694"
"11831 S Prairie Ave Chicago, IL 60628","$75,000 ",3,1,966
"16452 Laura Ln Oak Forest, IL 60452","$159,900 ",3,1,"1,008"
"725 Wenonah Ave Oak Park, IL 60304","$699,000 ",5,3.5,"4,500"
"1705 N 78th Ct Elmwood Park, IL 60707","$370,000 ",4,2,"2,250"
"1917 N 73rd Ct Elmwood Park, IL 60707","$425,000 ",4,3,"2,500"
"1749 Park Ridge Pt Park Ridge, IL 60068","$379,900 ",2,2.5,"2,073"
"3880 Charlemagne Dr Hoffman Estates, IL 60192","$424,900 ",4,2.5,"2,734"
"15125 Lilac Ct Orland Park, IL 60462","$310,000 ",3,2.5,"1,582"
"9427 S Hoyne Ave Chicago, IL 60643","$425,000 ",4,2.5,"2,160"
"458 Jackson Ave Glencoe, IL 60022","$859,000 ",4,2.5,"3,617"
"2133 Central St Apt 2 Evanston, IL 60201","$136,000 ",1,1,711
"18923 Lorenz Ave Lansing, IL 60438","$111,000 ",3,1,960
"1630 Thorn St Chicago Heights, IL 60411","$83,500 ",8,,
"1645 W Pratt Blvd Apt 2A Chicago, IL 60626","$169,900 ",2,1,1
"3235 N Central Park Ave Chicago, IL 60618","$325,000 ",4,3,"1,125"
"14529 S Atlantic Ave Riverdale, IL 60827","$99,900 ",3,1.5,"1,334"
"5023 W 119th St Alsip, IL 60803","$159,900 ",3,1.5,"1,350"
"2140 N Lincoln Ave Apt 5306 Chicago, IL 60614","$355,000 ",2,2,2
"16007 Vine Ave Harvey, IL 60426","$33,900 ",3,2.5,"1,152"
"3724 Glenlake Dr Glenview, IL 60026","$739,000 ",5,4,4
"1550 Hawthorne Ln Glenview, IL 60025","$1,500,000 ",6,4.5,"4,250"
"6135 W 94th St Apt A6 Oak Lawn, IL 60453","$109,900 ",2,2,900
"15 S Throop St Apt 606 Chicago, IL 60607","$339,000 ",1,1,900
"3006 173rd St Hazel Crest, IL 60429","$35,000 ",2,2,"1,421"
"47 Brookside Dr Lemont, IL 60439","$698,000 ",5,5.5,"6,000"
"5854 S Nagle Ave Chicago, IL 60638","$430,000 ",4,2.5,"2,500"
"9334 Kenneth Ave Skokie, IL 60076","$359,000 ",3,2,"1,360"
"507 Argyll Ln Schaumburg, IL 60194","$350,000 ",3,2,"1,855"
"915 W Dickens Ave Chicago, IL 60614","$448,500 ",2,1.5,1.5
"8218 S Tripp Ave Chicago, IL 60652","$244,900 ",4,2,"1,025"
"6021 N Cicero Ave Chicago, IL 60646",N/A,,,
"6015 N Cicero Ave Chicago, IL 60646",N/A,,,
"17100 S Park Ave South Holland, IL 60473","$875,000 ",,,
"4930 Lunt Ave Skokie, IL 60077","$419,900 ",3,2.5,"1,421"
"3643 S Wolcott Ave Chicago, IL 60609","$300,000 ",7,,
"14940 Oak St Dolton, IL 60419","$54,900 ",3,2,"1,728"
"3625 N Pittsburgh Ave Chicago, IL 60634","$200,000 ",2,2,"1,380"
"1502 N Cleveland Ave Chicago, IL 60610","$1,275,000 ",5,,
"1979 Ammer Ridge Ct Unit 301 Glenview, IL 60025","$230,000 ",2,2,"1,300"
"626 N Kenilworth Ave Oak Park, IL 60302","$425,000 ",4,3,"2,500"
"1914 N Hermitage Ave Chicago, IL 60622","$999,000 ",3,3.5,3.5
"655 W Irving Park Rd Apt 2813 Chicago, IL 60613","$198,000 ",1,1,762
"101 N Euclid Ave Apt 1 Oak Park, IL 60301","$559,000 ",3,3.5,"2,420"
"3550 N Lake Shore Dr Apt 527 Chicago, IL 60657","$124,995 ",,1,605
"618 Argyle Ave Flossmoor, IL 60422","$309,900 ",3,2.5,"2,330"
"5543 W 64th Pl Chicago, IL 60638","$319,900 ",6,4,"1,728"
"1075 Hill Rd Winnetka, IL 60093","$2,199,000 ",5,5,5
"640 Winnetka Mews Apt 206 Winnetka, IL 60093","$349,000 ",3,2.5,"1,955"
"919 Hill Rd Winnetka, IL 60093","$5,500,000 ",6,8,"12,000"
"3057 W Warren Blvd Chicago, IL 60612","$149,900 ",4,2,"2,120"
"26 Monee Rd Park Forest, IL 60466","$47,000 ",2,1,958
"16225 Lathrop Ave Harvey, IL 60426","$47,900 ",3,1,806
"3310 N Neva Ave Chicago, IL 60634","$249,000 ",2,1,"1,175"
"5901 N Sheridan Rd Apt 10K Chicago, IL 60660","$285,000 ",3,2,"1,500"
"6336 S Damen Ave Chicago, IL 60636","$29,900 ",4,2.5,"1,536"
"3208 Kenilworth Ave Berwyn, IL 60402","$227,000 ",3,2,"1,600"
"915 W 58th St La Grange Highlands, IL 60525","$1,424,900 ",7,4.5,"7,256"
"1027 Norwalk Rd Lemont, IL 60439","$445,000 ",5,2.5,"3,300"
"2 Owen Pl Prospect Heights, IL 60070","$199,000 ",3,1.5,"1,155"
"2924 W Armitage Ave Chicago, IL 60647",N/A,,,
"4108 W 103rd St Oak Lawn, IL 60453","$199,000 ",4,1.5,"1,800"
"3849 W 123rd St Alsip, IL 60803","$149,900 ",2,1.5,1.5
"300 N Stratton Ln Mount Prospect, IL 60056","$308,700 ",3,2,"1,244"
"70 E 18th St Unit 4A Chicago, IL 60616","$765,000 ",4,3,"2,960"
"600 S Spring Ave La Grange, IL 60525","$520,000 ",3,1.5,"1,661"
"1240 W Borders Dr Palatine, IL 60067","$520,000 ",5,2.5,"2,761"
"5601 Court Leona Hanover Park, IL 60133","$165,900 ",4,2.5,"1,703"
"5815 N Sheridan Rd Apt 1111 Chicago, IL 60660","$109,900 ",1,1,1
"38 Sauk Trl Park Forest, IL 60466","$41,500 ",2,1,949
"5319 W George St Chicago, IL 60641","$299,000 ",5,2.5,"1,223"
"4753 S Ingleside Ave Chicago, IL 60615","$407,000 ",3,3,3
"915 Indian Rd Glenview, IL 60025","$599,000 ",4,2,2
"1158 W 47th Pl Chicago, IL 60609","$39,900 ",,,
"6035 W Montrose Ave Chicago, IL 60634","$398,000 ",3,,
"536 49th Ave Bellwood, IL 60104","$159,900 ",3,1.5,"6,700"
"1600 S 6th Ave Maywood, IL 60153","$210,000 ",3,2.5,"1,330"
"4020 Carousel Dr Northbrook, IL 60062","$508,000 ",3,2.5,"1,936"
"2922 N New England Ave Chicago, IL 60634","$319,900 ",3,3,3
"7643 S Wood St Chicago, IL 60620","$174,900 ",7,2,"1,581"
"1130 Waukegan Rd Northbrook, IL 60062","$349,000 ",3,2,"1,540"
"4708 W Bryn Mawr Ave Chicago, IL 60646","$679,900 ",3,3.5,"2,708"
"5045 179th St Country Club Hills, IL 60478","$210,900 ",4,3,"1,555"
"31 Harrison Ln Streamwood, IL 60107","$234,900 ",3,1.5,"1,568"
"1422 White St Des Plaines, IL 60018","$299,900 ",5,2,2
"3021 W Sunnyside Ave # 2 Chicago, IL 60625","$325,000 ",3,2,2
"2905 Stork Ct Rolling Meadows, IL 60008","$219,900 ",3,1.5,"1,356"
"10018 S Sangamon St Chicago, IL 60643","$108,875 ",4,1,"1,075"
"3337 N Kilbourn Ave Chicago, IL 60641","$219,900 ",2,1,768
"125 S Jefferson St Unit 1008 Chicago, IL 60661","$270,000 ",1,1,780
"1840 Fulton Ln Hanover Park, IL 60133","$239,000 ",3,2,"1,054"
"330 N Jefferson St Apt 2001 Chicago, IL 60661","$799,000 ",3,3,"2,560"
"9351 S King Dr Chicago, IL 60619","$149,897 ",3,2.5,"1,300"
"35 Silo Ridge Rd N Orland Park, IL 60467","$950,000 ",5,5,"7,800"
"5725 S Nordica Ave Chicago, IL 60638","$389,900 ",4,2,"2,200"
"1208 W Newport Ave Chicago, IL 60657","$1,840,000 ",5,4.5,"4,850"
"45 Brookside Dr Lemont, IL 60439","$1,095,000 ",5,5.5,"10,369"
"209 Kazwell St Willow Springs, IL 60480","$199,000 ",3,1,"1,210"
"180 E Pearson St Apt 6901 Chicago, IL 60611","$3,150,000 ",3,3,"2,754"
"17310 71st Ave Tinley Park, IL 60477","$229,900 ",3,2.5,"1,581"
"6300 Rio Verde Ave Oak Forest, IL 60452","$212,500 ",3,1.5,"1,334"
"2626 N Lakeview Ave Apt 3401 Chicago, IL 60614","$310,000 ",2,2,"1,153"
"6237 Birmingham St Chicago Ridge, IL 60415","$434,999 ",4,2.5,"3,226"
"10602 S Longwood Dr Chicago, IL 60643","$575,000 ",3,3,"2,902"
"10715 Millers Way Orland Park, IL 60467","$759,000 ",5,4.5,"3,710"
"13889 Creek Crossing Dr Orland Park, IL 60467","$649,990 ",4,3.5,"3,600"
"104 Prospect Ct Prospect Heights, IL 60070","$479,000 ",4,2.5,"2,144"
"50 Highland Rd Inverness, IL 60067","$569,000 ",4,3,"3,272"
"2016 Sherman Ave Apt 1E Evanston, IL 60201","$165,000 ",2,1,868
"5529 Heritage Ct Western Springs, IL 60558","$465,000 ",3,2.5,"2,685"
"802 Lake Ave Wilmette, IL 60091","$725,000 ",,,
"3310 Hopkins St Steger, IL 60475","$135,900 ",4,1.5,"1,162"
"2066 Cheshire Dr Hoffman Estates, IL 60192","$560,000 ",5,3.5,"3,000"
"855 Sutton Dr Northbrook, IL 60062","$599,901 ",5,3.5,"3,422"
"4800 S Chicago Beach Dr Apt 2013N Chicago, IL 60615","$129,900 ",1,1,900
"9010 S Justine St # 2 Chicago, IL 60620","$269,700 ",6,,
"508 W Winneconna Pkwy Chicago, IL 60620","$139,900 ",4,,
"926 Hartwood Dr Streamwood, IL 60107","$229,900 ",3,2,"1,664"
"2615 W 102nd Pl Chicago, IL 60655","$245,000 ",2,1.5,1.5
"6440 W 89th Pl Oak Lawn, IL 60453","$339,900 ",4,2,"1,420"
"1302 Fore Ct # 910 Wheeling, IL 60090","$159,000 ",3,1,1
"120 W Oak St Apt 5C Chicago, IL 60610","$829,900 ",3,3,3
"2113 S Central Park Ave Chicago, IL 60623","$425,000 ",10,,
"1410 Stanley Blvd Calumet City, IL 60409","$105,000 ",3,1,999
"340 Yates Ave Calumet City, IL 60409","$181,000 ",8,,
"1947 N 76th Ave Elmwood Park, IL 60707","$424,900 ",5,3,"3,200"
"3903 N Seeley Ave Unit G Chicago, IL 60618","$349,999 ",3,2,"1,800"
"6114 N Rockwell St Chicago, IL 60659","$245,000 ",3,2,"1,600"
"7734 S Langley Ave Chicago, IL 60619","$74,000 ",3,1,"1,253"
"375 Uvedale Rd Riverside, IL 60546","$499,900 ",4,3,"2,500"
"4240 Elmwood Ave Stickney, IL 60402","$170,000 ",4,3,"1,565"
"2338 W 97th St Chicago, IL 60643","$185,500 ",3,1.5,"1,488"
"2547 Atlantic St Franklin Park, IL 60131","$229,000 ",3,1.5,"1,104"
"4501 185th St Country Club Hills, IL 60478","$229,900 ",7,3,"3,250"
"1326 Kingsbury Dr Unit 4 Hanover Park, IL 60133","$120,000 ",2,1,900
"7444 Kildare Ave Skokie, IL 60076","$299,900 ",4,2,"1,292"
"333 W Hubbard St Apt 201 Chicago, IL 60654","$320,000 ",1,1,"1,076"
"16424 Prince Dr South Holland, IL 60473","$159,900 ",5,2.5,"1,912"
"18501 Alexis Ct Hazel Crest, IL 60429","$209,900 ",4,3.5,"3,818"
"824 Wisconsin Ave Oak Park, IL 60304","$407,000 ",3,2,"1,560"
"5025 W Oakdale Ave Chicago, IL 60641","$369,900 ",4,2.5,"1,152"
"14822 Dorchester Ave Dolton, IL 60419","$89,500 ",3,1,989
"8297 N Washington St Niles, IL 60714","$349,700 ",4,3,"2,163"
"5754 W Lawrence Ave Frnt 3G Chicago, IL 60630","$169,900 ",2,1.5,950
"1404 Oak Bluff Ln Lemont, IL 60439","$1,350,000 ",5,5,"8,000"
"3555 Lee St Skokie, IL 60076","$399,000 ",4,3,"1,518"
"910 W Thomas St Arlington Heights, IL 60004","$340,000 ",4,2,"2,107"
"1140 Jackson Ave River Forest, IL 60305","$1,300,000 ",5,3.5,3.5
"1414 Forest Ave River Forest, IL 60305","$940,000 ",3,3.5,"3,064"
"10214 Pacific Ave Franklin Park, IL 60131","$229,900 ",3,1,"6,256"
"2720 W Cortland St Apt 406 Chicago, IL 60647","$369,999 ",2,2,975
"18247 Eagle Dr Tinley Park, IL 60477","$209,900 ",3,2,"1,661"
"1313 Carol St Park Ridge, IL 60068","$310,000 ",3,2,"1,283"
"759 E Stark Dr Palatine, IL 60074","$319,000 ",4,3,"1,351"
"622 W Schubert Ave Chicago, IL 60614","$1,049,000 ",4,3,"3,000"
"2851 N Linder Ave Chicago, IL 60641","$330,000 ",5,2.5,2.5
"312 N Delphia Ave Park Ridge, IL 60068","$359,900 ",5,3,"2,114"
"3825 Brummel St Skokie, IL 60076","$574,950 ",5,4,"2,024"
"649 Hinman Ave Apt 3N Evanston, IL 60202","$500,000 ",3,2,"1,885"
"2232 Madison Pl Evanston, IL 60202","$530,000 ",3,2.5,"2,234"
"17949 Hood Ave Homewood, IL 60430","$374,000 ",5,4.5,"2,885"
"15209 Pine Dr Oak Forest, IL 60452","$215,000 ",3,2,"1,296"
"8310 W Addison St Chicago, IL 60634","$534,900 ",7,3,3
"2280 Sprucewood Ave Des Plaines, IL 60018","$369,900 ",3,2.5,"2,356"
"8546 S Stony Island Ave Chicago, IL 60617","$605,000 ",,,
"5061 W Gladys Ave Apt A Chicago, IL 60644","$39,900 ",2,1.5,"1,058"
"7311 S Peoria St Chicago, IL 60621","$9,900 ",3,2,"1,804"
"3835 S Campbell Ave Chicago, IL 60632","$349,900 ",5,2,"1,298"
"1000 W 15th St Unit 116 Chicago, IL 60608","$315,000 ",2,2,"1,035"
"1830 Somerset Ln Northbrook, IL 60062","$390,000 ",2,2.5,2.5
"2142 W Division St Apt 3 Chicago, IL 60622","$515,000 ",3,2,"1,850"
"1511 N Pulaski Rd Chicago, IL 60651","$195,000 ",4,3,"1,500"
"821 W 50th Pl Chicago, IL 60609","$99,999 ",6,,
"2730 Westbrook Dr Franklin Park, IL 60131","$182,000 ",3,1,"1,056"
"244 Glendale Rd Glenview, IL 60025","$298,000 ",3,2,"1,363"
"428 S Stone Ave La Grange, IL 60525","$845,000 ",4,2.5,"3,938"
"407 S Oak Park Ave Apt G Oak Park, IL 60302","$267,500 ",3,2.5,"1,500"
"1444 N Orleans St Apt 8A Chicago, IL 60610","$400,000 ",2,2,"1,475"
"506 Hillside Dr Streamwood, IL 60107","$223,400 ",3,2,"1,723"
"4129 Rutgers Ln Northbrook, IL 60062","$599,000 ",4,3.5,3.5
"1249 S Christiana Ave Chicago, IL 60623","$175,500 ",3,1.5,"1,603"
"7942 W 121st St Palos Park, IL 60464","$328,000 ",3,2,"2,400"
"2030 Camden Ln Hanover Park, IL 60133","$259,000 ",3,2,"1,900"
"770 Greenwood Rd Northbrook, IL 60062","$324,900 ",3,2.5,"1,820"
"831 Forest Ave Apt 2E Evanston, IL 60202","$154,900 ",1,1,1
"4690 Green Bridge Ln Hanover Park, IL 60133","$295,000 ",4,2.5,"1,941"
"1332 W Hubbard St Apt 1E Chicago, IL 60642","$699,000 ",3,2.5,2.5
"1440 N Lake Shore Dr Apt 34E Chicago, IL 60610","$534,000 ",2,2,"1,350"
"3817 W 84th Pl Chicago, IL 60652","$207,500 ",3,2,"1,020"
"2151 W 116th Pl Chicago, IL 60643","$359,900 ",3,2.5,2.5
"2185 Burr Oak St Hanover Park, IL 60133","$274,900 ",6,,
"151 S Halsted St Chicago Heights, IL 60411","$109,900 ",,,
"157 S Halsted St Chicago Heights, IL 60411","$199,900 ",,,
"110 N Peoria St Unit 407 Chicago, IL 60607","$649,999 ",1,1.5,"1,500"
"100 Forest Ave Riverside, IL 60546","$440,000 ",6,,
"6004 S Merrimac Ave Chicago, IL 60638","$219,000 ",3,1,"1,069"
"70 W Huron St Apt 307 Chicago, IL 60654","$259,900 ",1,1,875
"1811 E Darryl Dr Arlington Heights, IL 60004","$199,000 ",3,1,"1,185"
"319 English Oak Ln Streamwood, IL 60107","$394,900 ",4,3.5,"4,033"
"925 Bonnie Brae Pl River Forest, IL 60305","$825,000 ",3,3,"3,837"
"12107 S Indiana Ave Chicago, IL 60628","$24,000 ",3,1.5,"1,100"
"1025 Rene Ct Park Ridge, IL 60068","$304,900 ",3,2.5,"2,004"
"7215 N Kilpatrick Ave Lincolnwood, IL 60712","$359,900 ",4,2,"1,900"
"12635 S Justine St Calumet Park, IL 60827","$137,500 ",4,2,840
"350 Bellwood Ave Bellwood, IL 60104","$159,000 ",3,1,"2,000"
"5711 S Halsted St Chicago, IL 60621","$100,000 ",,,
"137 Red Cedar Dr Streamwood, IL 60107","$259,000 ",4,3,"1,650"
"5329 S Harper Ave # 3 Chicago, IL 60615","$239,900 ",2,2,2
"633 S Plymouth Ct Apt 609 Chicago, IL 60605","$164,900 ",,1,1
"5342 N Winthrop Ave Apt 3W Chicago, IL 60640","$159,000 ",1,1,900
"1415 W Pratt Blvd Apt 107 Chicago, IL 60626","$122,000 ",1,1,575
"435 E 89th St Chicago, IL 60619","$189,000 ",5,2,2
"47 Silo Ridge Rd E Orland Park, IL 60467","$749,000 ",4,4,"4,133"
"18124 Goesel Dr Tinley Park, IL 60487","$339,900 ",3,2.5,"2,229"
"313 Somonauk St Park Forest, IL 60466","$47,900 ",3,1,"1,104"
"1720 N Major Ave Chicago, IL 60639","$264,900 ",5,3,"2,000"
"4125 N Melvina Ave Chicago, IL 60634","$615,000 ",7,3.5,"3,800"
"20850 Brookside Blvd Olympia Fields, IL 60461","$321,900 ",4,4.5,"4,068"
"1509 Speechley Blvd Berkeley, IL 60163","$234,900 ",3,2,"1,125"
"1232 W Jarvis Ave Apt 1N Chicago, IL 60626","$129,999 ",1,1,1
"15449 Orogrande Dr Oak Forest, IL 60452","$224,900 ",4,2,"2,100"
"8048 S Carpenter St Chicago, IL 60620","$195,000 ",5,,
"837 N Richmond St Chicago, IL 60622","$584,000 ",5,,
"3311 W Cermak Rd Chicago, IL 60623","$274,900 ",9,,
"2241 N Major Ave Chicago, IL 60639","$241,000 ",6,,
"7950 Lawler Ave Burbank, IL 60459","$254,900 ",4,2,"2,198"
"9610 Mason Ave Apt 3N Oak Lawn, IL 60453","$99,900 ",2,2,937
"2525 W Farragut Ave Apt 2W Chicago, IL 60625","$289,000 ",2,2,"1,200"
"11652 S Sangamon St Chicago, IL 60643","$59,500 ",6,3,"1,100"
"4925 N Ridgeway Ave Chicago, IL 60625","$598,000 ",5,3,"3,200"
"5446 S Luna Ave Chicago, IL 60638","$259,900 ",4,2.5,"1,820"
